chromosome,start,end,peaks,peak_count,producer
chr1,8317584,8318800,"HO199_PS,HO222_PG,HO309_XX",3,"PG+PS, PG+XX"
chr1,8395347,8398177,"HO200_PS,HO223_PG,HO312_XX",3,"PG+PS, PG+XX"
chr1,8462957,8463917,"HO227_PG,HO316_XX",2,PG+XX
chr1,8625907,8627253,"HO229_PG,HO319_XX",2,PG+XX
chr1,8763628,8765398,"HO232_PG,HO323_XX",2,PG+XX
chr1,8822434,8823157,"HO234_PG,HO325_XX",2,PG+XX
chr1,8828906,8830068,"HO235_PG,HO326_XX",2,PG+XX
chr1,8848526,8849387,"HO208_PS,HO236_PG,HO327_XX",3,"PG+PS, PG+XX"
chr1,8856971,8858587,"HO237_PG,HO328_XX",2,PG+XX
chr1,8889303,8890768,"HO211_PS,HO239_PG,HO330_XX",3,"PG+PS, PG+XX"
chr1,8938274,8940000,"HO212_PS,HO240_PG,HO331_XX",3,"PG+PS, PG+XX"
chr1,9017407,9018754,"HO241_PG,HO332_XX",2,PG+XX
chr1,9241878,9243088,"HO221_PS,HO246_PG,HO342_XX",3,"PG+PS, PG+XX"
chr1,9266787,9267488,"HO248_PG,HO345_XX",2,PG+XX
chr1,9317614,9318384,"HO250_PG,HO348_XX",2,PG+XX
chr1,9320399,9321832,"HO251_PG,HO349_XX",2,PG+XX
chr1,9371078,9372170,"HO135_XY,HO252_PG,HO353_XX",3,"XX+XY, PG+XX"
chr1,9399237,9400840,"HO253_PG,HO355_XX",2,PG+XX
chr1,9626776,9627826,"HO234_PS,HO257_PG,HO363_XX",3,"PG+PS, PG+XX"
chr1,9792054,9792975,"HO238_PS,HO261_PG,HO368_XX",3,"PG+PS, PG+XX"
chr1,9849822,9851178,"HO264_PG,HO372_XX",2,PG+XX
chr1,9996390,9998192,"HO243_PS,HO267_PG,HO376_XX",3,"PG+PS, PG+XX"
chr1,10494155,10496441,"HO254_PS,HO275_PG,HO385_XX",3,"PG+PS, PG+XX"
chr1,10518600,10519599,"HO276_PG,HO386_XX",2,PG+XX
chr1,10529812,10531480,"HO153_XY,HO277_PG,HO387_XX",3,"XX+XY, PG+XX"
chr1,10662813,10664606,"HO155_XY,HO280_PG,HO389_XX",3,"XX+XY, PG+XX"
chr1,10685545,10688219,"HO257_PS,HO281_PG,HO391_XX",3,"PG+PS, PG+XX"
chr1,10736501,10737827,"HO283_PG,HO395_XX",2,PG+XX
chr1,10755118,10756515,"HO259_PS,HO284_PG,HO396_XX",3,"PG+PS, PG+XX"
chr1,10888178,10891455,"HO161_XY,HO288_PG,HO400_XX",3,"XX+XY, PG+XX"
chr1,10937004,10937913,"HO289_PG,HO402_XX",2,PG+XX
chr1,10941856,10942592,"HO290_PG,HO404_XX",2,PG+XX
chr1,10960448,10961495,"HO291_PG,HO406_XX",2,PG+XX
chr1,11337418,11338862,"HO167_XY,HO297_PG,HO415_XX",3,"XX+XY, PG+XX"
chr1,11339226,11340303,"HO168_XY,HO298_PG,HO416_XX",3,"XX+XY, PG+XX"
chr1,11354934,11356539,"HO299_PG,HO417_XX",2,PG+XX
chr1,11376651,11377516,"HO301_PG,HO418_XX",2,PG+XX
chr1,11394508,11395943,"HO302_PG,HO419_XX",2,PG+XX
chr1,11458594,11459728,"HO303_PG,HO420_XX",2,PG+XX
chr1,11550345,11551071,"HO305_PG,HO422_XX",2,PG+XX
chr1,11690336,11692687,"HO173_XY,HO309_PG,HO428_XX",3,"XX+XY, PG+XX"
chr1,11714491,11715950,"HO310_PG,HO429_XX",2,PG+XX
chr1,11731304,11732272,"HO311_PG,HO431_XX",2,PG+XX
chr1,11858581,11859864,"HO278_PS,HO315_PG,HO439_XX",3,"PG+PS, PG+XX"
chr1,12066913,12068808,"HO321_PG,HO448_XX",2,PG+XX
chr1,12075303,12076237,"HO322_PG,HO449_XX",2,PG+XX
chr1,12078762,12079918,"HO323_PG,HO450_XX",2,PG+XX
chr1,12124652,12126661,"HO324_PG,HO451_XX",2,PG+XX
chr1,12143163,12144166,"HO325_PG,HO452_XX",2,PG+XX
chr1,12147769,12148820,"HO326_PG,HO453_XX",2,PG+XX
chr1,12157392,12159164,"HO327_PG,HO454_XX",2,PG+XX
chr1,12166614,12168006,"HO328_PG,HO455_XX",2,PG+XX
chr1,12208182,12209498,"HO329_PG,HO459_XX",2,PG+XX
chr1,12338858,12340963,"HO331_PG,HO461_XX",2,PG+XX
chr1,12433084,12435130,"HO288_PS,HO332_PG,HO462_XX",3,"PG+PS, PG+XX"
chr1,12447697,12449723,"HO333_PG,HO463_XX",2,PG+XX
chr1,12548677,12550444,"HO185_XY,HO335_PG,HO465_XX",3,"XX+XY, PG+XX"
chr1,12594823,12596735,"HO186_XY,HO336_PG,HO467_XX",3,"XX+XY, PG+XX"
chr1,14779164,14780762,"HO346_PG,HO484_XX",2,PG+XX
chr1,14944257,14945930,"HO348_PG,HO490_XX",2,PG+XX
chr1,15370541,15372341,"HO308_PS,HO352_PG,HO498_XX",3,"PG+PS, PG+XX"
chr1,15426586,15427730,"HO311_PS,HO354_PG,HO502_XX",3,"PG+PS, PG+XX"
chr1,15683422,15685281,"HO317_PS,HO359_PG,HO508_XX",3,"PG+PS, PG+XX"
chr1,15703034,15704156,"HO360_PG,HO509_XX",2,PG+XX
chr1,15740921,15741791,"HO318_PS,HO361_PG,HO510_XX",3,"PG+PS, PG+XX"
chr1,15757175,15759634,"HO204_XY,HO362_PG,HO511_XX",3,"XX+XY, PG+XX"
chr1,16012554,16013629,"HO325_PS,HO368_PG,HO521_XX",3,"PG+PS, PG+XX"
chr1,16021452,16022323,"HO370_PG,HO523_XX",2,PG+XX
chr1,16032154,16033353,"HO327_PS,HO371_PG,HO525_XX",3,"PG+PS, PG+XX"
chr1,16048097,16049147,"HO372_PG,HO527_XX",2,PG+XX
chr1,16072817,16074125,"HO330_PS,HO374_PG,HO529_XX",3,"PG+PS, PG+XX"
chr1,16078690,16079664,"HO331_PS,HO375_PG,HO530_XX",3,"PG+PS, PG+XX"
chr1,16143696,16144393,"HO334_PS,HO376_PG,HO534_XX",3,"PG+PS, PG+XX"
chr1,16162091,16162830,"HO379_PG,HO537_XX",2,PG+XX
chr1,16181451,16182364,"HO381_PG,HO540_XX",2,PG+XX
chr1,16226235,16227314,"HO342_PS,HO385_PG,HO544_XX",3,"PG+PS, PG+XX"
chr1,16227504,16228980,"HO386_PG,HO545_XX",2,PG+XX
chr1,16248188,16249363,"HO388_PG,HO548_XX",2,PG+XX
chr1,16620651,16621520,"HO350_PS,HO396_PG,HO556_XX",3,"PG+PS, PG+XX"
chr1,16872145,16873768,"HO226_XY,HO398_PG,HO559_XX",3,"XX+XY, PG+XX"
chr1,16921144,16922243,"HO403_PG,HO564_XX",2,PG+XX
chr1,16951363,16952043,"HO357_PS,HO404_PG,HO566_XX",3,"PG+PS, PG+XX"
chr1,16966877,16967690,"HO359_PS,HO406_PG,HO568_XX",3,"PG+PS, PG+XX"
chr1,16971081,16972249,"HO407_PG,HO569_XX",2,PG+XX
chr1,17013025,17014295,"HO410_PG,HO572_XX",2,PG+XX
chr1,17045166,17046432,"HO412_PG,HO573_XX",2,PG+XX
chr1,17118594,17119993,"HO414_PG,HO576_XX",2,PG+XX
chr1,17211919,17213709,"HO415_PG,HO579_XX",2,PG+XX
chr1,17422147,17424439,"HO416_PG,HO580_XX",2,PG+XX
chr1,17728641,17730755,"HO419_PG,HO587_XX",2,PG+XX
chr1,18107358,18108348,"HO421_PG,HO589_XX",2,PG+XX
chr1,18109853,18111379,"HO422_PG,HO590_XX",2,PG+XX
chr1,18319190,18320588,"HO423_PG,HO593_XX",2,PG+XX
chr1,18383995,18386086,"HO237_XY,HO424_PG,HO596_XX",3,"XX+XY, PG+XX"
chr1,18442770,18443893,"HO425_PG,HO597_XX",2,PG+XX
chr1,18883698,18884486,"HO366_PS,HO427_PG,HO603_XX",3,"PG+PS, PG+XX"
chr1,19035311,19036823,"HO430_PG,HO611_XX",2,PG+XX
chr1,19425826,19427790,"HO379_PS,HO434_PG,HO618_XX",3,"PG+PS, PG+XX"
chr1,19437550,19439026,"HO435_PG,HO619_XX",2,PG+XX
chr1,19650328,19651480,"HO383_PS,HO440_PG,HO625_XX",3,"PG+PS, PG+XX"
chr1,19653401,19654149,"HO384_PS,HO441_PG,HO626_XX",3,"PG+PS, PG+XX"
chr1,19664551,19666330,"HO443_PG,HO628_XX",2,PG+XX
chr1,19704208,19704950,"HO386_PS,HO444_PG,HO630_XX",3,"PG+PS, PG+XX"
chr1,19715140,19716031,"HO387_PS,HO445_PG,HO632_XX",3,"PG+PS, PG+XX"
chr1,19736893,19738507,"HO446_PG,HO633_XX",2,PG+XX
chr1,19754209,19755078,"HO447_PG,HO634_XX",2,PG+XX
chr1,19798997,19800606,"HO388_PS,HO448_PG,HO635_XX",3,"PG+PS, PG+XX"
chr1,19814617,19816247,"HO449_PG,HO636_XX",2,PG+XX
chr1,19844573,19845589,"HO450_PG,HO637_XX",2,PG+XX
chr1,19848032,19848747,"HO451_PG,HO638_XX",2,PG+XX
chr1,19926610,19927786,"HO454_PG,HO641_XX",2,PG+XX
chr1,19981166,19982632,"HO392_PS,HO456_PG,HO643_XX",3,"PG+PS, PG+XX"
chr1,20151774,20152868,"HO393_PS,HO457_PG,HO646_XX",3,"PG+PS, PG+XX"
chr1,20290243,20292064,"HO252_XY,HO460_PG,HO651_XX",3,"XX+XY, PG+XX"
chr1,20342794,20344394,"HO253_XY,HO461_PG,HO652_XX",3,"XX+XY, PG+XX"
chr1,20365727,20367509,"HO396_PS,HO462_PG,HO654_XX",3,"PG+PS, PG+XX"
chr1,20493441,20494727,"HO465_PG,HO658_XX",2,PG+XX
chr1,21253936,21255580,"HO475_PG,HO672_XX",2,PG+XX
chr1,21307725,21309316,"HO479_PG,HO677_XX",2,PG+XX
chr1,21318131,21319884,"HO415_PS,HO480_PG,HO678_XX",3,"PG+PS, PG+XX"
chr1,21322346,21323383,"HO481_PG,HO679_XX",2,PG+XX
chr1,21334078,21335241,"HO482_PG,HO681_XX",2,PG+XX
chr1,21338477,21339319,"HO483_PG,HO682_XX",2,PG+XX
chr1,21368113,21369015,"HO419_PS,HO485_PG,HO684_XX",3,"PG+PS, PG+XX"
chr1,21508607,21510422,"HO271_XY,HO487_PG,HO687_XX",3,"XX+XY, PG+XX"
chr1,21558150,21560349,"HO422_PS,HO488_PG,HO690_XX",3,"PG+PS, PG+XX"
chr1,21618290,21619652,"HO272_XY,HO489_PG,HO693_XX",3,"XX+XY, PG+XX"
chr1,21620037,21620939,"HO490_PG,HO694_XX",2,PG+XX
chr1,21622012,21622837,"HO491_PG,HO695_XX",2,PG+XX
chr1,21725519,21726770,"HO495_PG,HO701_XX",2,PG+XX
chr1,21914064,21915591,"HO277_XY,HO497_PG,HO704_XX",3,"XX+XY, PG+XX"
chr1,21929679,21930532,"HO430_PS,HO498_PG,HO706_XX",3,"PG+PS, PG+XX"
chr1,22114174,22115641,"HO502_PG,HO712_XX",2,PG+XX
chr1,22120884,22122048,"HO281_XY,HO503_PG,HO713_XX",3,"XX+XY, PG+XX"
chr1,22131202,22132384,"HO504_PG,HO714_XX",2,PG+XX
chr1,22133267,22134325,"HO505_PG,HO715_XX",2,PG+XX
chr1,22136691,22137761,"HO506_PG,HO716_XX",2,PG+XX
chr1,22262390,22263060,"HO283_XY,HO508_PG,HO720_XX",3,"XX+XY, PG+XX"
chr1,22267341,22268337,"HO284_XY,HO509_PG,HO721_XX",3,"XX+XY, PG+XX"
chr1,22318249,22319079,"HO510_PG,HO724_XX",2,PG+XX
chr1,22328188,22329491,"HO511_PG,HO725_XX",2,PG+XX
chr1,22341771,22343241,"HO285_XY,HO512_PG,HO726_XX",3,"XX+XY, PG+XX"
chr1,22349217,22351964,"HO286_XY,HO513_PG,HO727_XX",3,"XX+XY, PG+XX"
chr1,22420253,22420823,"HO435_PS,HO514_PG,HO730_XX",3,"PG+PS, PG+XX"
chr1,22508155,22509307,"HO516_PG,HO732_XX",2,PG+XX
chr1,22529752,22531735,"HO517_PG,HO733_XX",2,PG+XX
chr1,22562368,22564027,"HO518_PG,HO734_XX",2,PG+XX
chr1,22790159,22791082,"HO521_PG,HO738_XX",2,PG+XX
chr1,22791691,22793165,"HO290_XY,HO522_PG,HO739_XX",3,"XX+XY, PG+XX"
chr1,22870032,22871170,"HO439_PS,HO523_PG,HO740_XX",3,"PG+PS, PG+XX"
chr1,22976244,22976961,"HO441_PS,HO524_PG,HO744_XX",3,"PG+PS, PG+XX"
chr1,23370849,23371519,"HO531_PG,HO752_XX",2,PG+XX
chr1,23544159,23545425,"HO538_PG,HO760_XX",2,PG+XX
chr1,23558084,23558727,"HO457_PS,HO540_PG,HO762_XX",3,"PG+PS, PG+XX"
chr1,23619145,23620203,"HO544_PG,HO766_XX",2,PG+XX
chr1,23637209,23639884,"HO461_PS,HO545_PG,HO767_XX",3,"PG+PS, PG+XX"
chr1,23837830,23839283,"HO552_PG,HO775_XX",2,PG+XX
chr1,23902396,23903472,"HO554_PG,HO777_XX",2,PG+XX
chr1,24045619,24047113,"HO473_PS,HO558_PG,HO784_XX",3,"PG+PS, PG+XX"
chr1,24070602,24071874,"HO474_PS,HO559_PG,HO785_XX",3,"PG+PS, PG+XX"
chr1,24107595,24109102,"HO476_PS,HO561_PG,HO788_XX",3,"PG+PS, PG+XX"
chr1,24110610,24112877,"HO477_PS,HO562_PG,HO789_XX",3,"PG+PS, PG+XX"
chr1,24202787,24203985,"HO565_PG,HO794_XX",2,PG+XX
chr1,24216016,24216995,"HO566_PG,HO795_XX",2,PG+XX
chr1,24390844,24392660,"HO568_PG,HO797_XX",2,PG+XX
chr1,24418803,24419729,"HO484_PS,HO571_PG,HO800_XX",3,"PG+PS, PG+XX"
chr1,24551394,24552672,"HO573_PG,HO802_XX",2,PG+XX
chr1,24555256,24556372,"HO488_PS,HO574_PG,HO803_XX",3,"PG+PS, PG+XX"
chr1,24664015,24665143,"HO576_PG,HO805_XX",2,PG+XX
chr1,24704416,24706000,"HO494_PS,HO577_PG,HO806_XX",3,"PG+PS, PG+XX"
chr1,24735196,24736851,"HO578_PG,HO808_XX",2,PG+XX
chr1,24861729,24862858,"HO497_PS,HO581_PG,HO811_XX",3,"PG+PS, PG+XX"
chr1,24929351,24930764,"HO582_PG,HO813_XX",2,PG+XX
chr1,24931831,24932565,"HO583_PG,HO814_XX",2,PG+XX
chr1,24936416,24937242,"HO584_PG,HO815_XX",2,PG+XX
chr1,25566203,25567383,"HO591_PG,HO825_XX",2,PG+XX
chr1,25683162,25684556,"HO593_PG,HO827_XX",2,PG+XX
chr1,25726914,25728467,"HO594_PG,HO828_XX",2,PG+XX
chr1,26020938,26022433,"HO603_PG,HO846_XX",2,PG+XX
chr1,26093504,26095158,"HO605_PG,HO849_XX",2,PG+XX
chr1,26164048,26164997,"HO523_PS,HO608_PG,HO855_XX",3,"PG+PS, PG+XX"
chr1,26408331,26408948,"HO617_PG,HO869_XX",2,PG+XX
chr1,26677006,26678041,"HO541_PS,HO623_PG,HO875_XX",3,"PG+PS, PG+XX"
chr1,26788784,26789446,"HO547_PS,HO629_PG,HO881_XX",3,"PG+PS, PG+XX"
chr1,26913230,26914679,"HO552_PS,HO634_PG,HO887_XX",3,"PG+PS, PG+XX"
chr1,26959371,26960892,"HO368_XY,HO636_PG,HO889_XX",3,"XX+XY, PG+XX"
chr1,26997641,26998047,"HO555_PS,HO638_PG,HO891_XX",3,"PG+PS, PG+XX"
chr1,27070085,27071569,"HO372_XY,HO641_PG,HO895_XX",3,"XX+XY, PG+XX"
chr1,27098497,27100331,"HO558_PS,HO642_PG,HO896_XX",3,"PG+PS, PG+XX"
chr1,27306719,27308410,"HO377_XY,HO647_PG,HO905_XX",3,"XX+XY, PG+XX"
chr1,27341462,27343775,"HO649_PG,HO907_XX",2,PG+XX
chr1,27496275,27497611,"HO386_XY,HO656_PG,HO919_XX",3,"XX+XY, PG+XX"
chr1,27519088,27519948,"HO574_PS,HO658_PG,HO923_XX",3,"PG+PS, PG+XX"
chr1,27535405,27537429,"HO576_PS,HO660_PG,HO925_XX",3,"PG+PS, PG+XX"
chr1,27560806,27562816,"HO662_PG,HO927_XX",2,PG+XX
chr1,27571361,27572078,"HO664_PG,HO929_XX",2,PG+XX
chr1,27593868,27595147,"HO666_PG,HO932_XX",2,PG+XX
chr1,27597147,27598642,"HO667_PG,HO933_XX",2,PG+XX
chr1,27599795,27600716,"HO392_XY,HO668_PG,HO935_XX",3,"XX+XY, PG+XX"
chr1,27633672,27635307,"HO583_PS,HO670_PG,HO940_XX",3,"PG+PS, PG+XX"
chr1,27662748,27663487,"HO586_PS,HO672_PG,HO943_XX",3,"PG+PS, PG+XX"
chr1,27669115,27669717,"HO587_PS,HO673_PG,HO944_XX",3,"PG+PS, PG+XX"
chr1,27713065,27714244,"HO675_PG,HO946_XX",2,PG+XX
chr1,27857784,27859035,"HO592_PS,HO679_PG,HO951_XX",3,"PG+PS, PG+XX"
chr1,27871993,27873531,"HO594_PS,HO680_PG,HO952_XX",3,"PG+PS, PG+XX"
chr1,27934618,27936014,"HO596_PS,HO682_PG,HO954_XX",3,"PG+PS, PG+XX"
chr1,28437190,28438485,"HO609_PS,HO692_PG,HO967_XX",3,"PG+PS, PG+XX"
chr1,28591612,28593164,"HO697_PG,HO972_XX",2,PG+XX
chr1,28830657,28831283,"HO703_PG,HO980_XX",2,PG+XX
chr1,28834873,28835777,"HO704_PG,HO981_XX",2,PG+XX
chr1,28898029,28899731,"HO624_PS,HO707_PG,HO987_XX",3,"PG+PS, PG+XX"
chr1,29095914,29097519,"HO709_PG,HO990_XX",2,PG+XX
chr1,29202154,29203361,"HO630_PS,HO713_PG,HO994_XX",3,"PG+PS, PG+XX"
chr1,29385590,29386487,"HO1001_XX,HO717_PG",2,PG+XX
chr1,29413846,29414563,"HO1002_XX,HO718_PG",2,PG+XX
chr1,29415088,29416112,"HO1003_XX,HO719_PG",2,PG+XX
chr1,29452193,29454208,"HO1004_XX,HO720_PG",2,PG+XX
chr1,29706676,29707351,"HO1008_XX,HO721_PG",2,PG+XX
chr1,29803657,29806032,"HO1010_XX,HO722_PG",2,PG+XX
chr1,29900119,29901108,"HO1011_XX,HO723_PG",2,PG+XX
chr1,29901362,29902368,"HO1012_XX,HO724_PG",2,PG+XX
