chromosome,start,end,peaks,peak_count,producer
chr12,121917952,121918973,"HO4354_XY,HO6307_PS,HO9380_XX",3,"XX+XY, PS+XY"
chr12,123097328,123098780,"HO4372_XY,HO6339_PS",2,PS+XY
chr12,130763908,130765616,"HO4423_XY,HO6416_PS",2,PS+XY
chr13,31207531,31210329,"HO4545_XY,HO6589_PS,HO9758_XX",3,"XX+XY, PS+XY"
chr13,99413244,99414529,"HO10113_XX,HO4714_XY,HO6826_PS",3,"XX+XY, PS+XY"
chr13,113483103,113484941,"HO10251_XX,HO4768_XY,HO6904_PS",3,"XX+XY, PS+XY"
chr14,38254593,38256739,"HO10523_XX,HO4922_XY,HO7099_PS",3,"XX+XY, PS+XY"
chr14,67426033,67427617,"HO10784_XX,HO5055_XY,HO7288_PS",3,"XX+XY, PS+XY"
chr14,71197544,71198947,"HO5096_XY,HO7349_PS",2,PS+XY
chr14,102080289,102081034,"HO11339_XX,HO5300_XY,HO7691_PS",3,"XX+XY, PS+XY"
chr15,42621910,42623077,"HO11795_XX,HO5508_XY,HO8026_PS",3,"XX+XY, PS+XY"
chr15,45048379,45049658,"HO11831_XX,HO5534_XY,HO8057_PS",3,"XX+XY, PS+XY"
chr15,75064925,75066444,"HO12327_XX,HO5772_XY,HO8397_PS",3,"XX+XY, PS+XY"
chr15,77630841,77631891,"HO12391_XX,HO5807_XY,HO8442_PS",3,"XX+XY, PS+XY"
chr16,15925099,15926591,"HO13228_XX,HO6209_XY,HO9007_PS",3,"XX+XY, PS+XY"
chr16,66482152,66483165,"HO13765_XX,HO6469_XY,HO9388_PS",3,"XX+XY, PS+XY"
chr16,74812769,74813617,"HO14006_XX,HO6589_XY,HO9569_PS",3,"XX+XY, PS+XY"
chr17,11522314,11523797,"HO10076_PS,HO14797_XX,HO6941_XY",3,"XX+XY, PS+XY"
chr17,42086930,42088719,"HO10524_PS,HO15451_XX,HO7260_XY",3,"XX+XY, PS+XY"
chr17,44086268,44087743,"HO10609_PS,HO15564_XX,HO7320_XY",3,"XX+XY, PS+XY"
chr17,61809537,61810970,"HO10905_PS,HO7545_XY",2,PS+XY
chr17,62819402,62822444,"HO10921_PS,HO16031_XX,HO16032_XX,HO7555_XY",4,"XX+XY, PS+XY"
chr17,66337858,66339725,"HO10967_PS,HO16104_XX,HO7589_XY",3,"XX+XY, PS+XY"
chr17,74513782,74515170,"HO11059_PS,HO16245_XX,HO7632_XY",3,"XX+XY, PS+XY"
chr18,30112991,30114262,"HO11557_PS,HO16985_XX,HO7956_XY",3,"XX+XY, PS+XY"
chr18,36381827,36383287,"HO11600_PS,HO17035_XX,HO7988_XY",3,"XX+XY, PS+XY"
chr18,59219619,59221550,"HO11731_PS,HO17242_XX,HO8067_XY",3,"XX+XY, PS+XY"
chr19,1000083,1001998,"HO11872_PS,HO17490_XX,HO17491_XX,HO8162_XY",4,"XX+XY, PS+XY"
chr19,5276410,5277308,"HO12103_PS,HO17793_XX,HO8306_XY",3,"XX+XY, PS+XY"
chr19,16315190,16316933,"HO12468_PS,HO18261_XX,HO8588_XY",3,"XX+XY, PS+XY"
chr19,17498347,17499391,"HO12512_PS,HO18317_XX,HO8623_XY",3,"XX+XY, PS+XY"
chr19,39263716,39265973,"HO12878_PS,HO18822_XX,HO8910_XY",3,"XX+XY, PS+XY"
chr19,40398417,40399276,"HO12913_PS,HO13694_PG,HO8940_XY",3,"PG+PS, PS+XY"
chr19,48553472,48554830,"HO13209_PS,HO19237_XX,HO9165_XY",3,"XX+XY, PS+XY"
chr19,51353986,51355134,"HO13334_PS,HO19403_XX,HO9263_XY",3,"XX+XY, PS+XY"
chr2,8515077,8516666,"HO13591_PS,HO19780_XX,HO9493_XY",3,"XX+XY, PS+XY"
chr2,73560504,73561675,"HO14152_PS,HO20602_XX,HO9887_XY",3,"XX+XY, PS+XY"
chr2,74821037,74823320,"HO14185_PS,HO9915_XY",2,PS+XY
chr2,107304691,107306471,"HO10050_XY,HO14400_PS,HO20927_XX",3,"XX+XY, PS+XY"
chr2,114212718,114213661,"HO10088_XY,HO14462_PS,HO21024_XX",3,"XX+XY, PS+XY"
chr2,136961672,136963135,"HO10195_XY,HO14631_PS",2,PS+XY
chr2,219576487,219577431,"HO10528_XY,HO15072_PS,HO21924_XX",3,"XX+XY, PS+XY"
chr2,229129561,229130967,"HO10555_XY,HO15110_PS,HO21987_XX",3,"XX+XY, PS+XY"
chr2,234334753,234336240,"HO10602_XY,HO15181_PS,HO22086_XX",3,"XX+XY, PS+XY"
chr2,238285761,238286865,"HO10628_XY,HO15223_PS",2,PS+XY
chr2,239239339,239241060,"HO10634_XY,HO15234_PS,HO22197_XX",3,"XX+XY, PS+XY"
chr20,22582614,22585503,"HO10802_XY,HO15493_PS,HO22582_XX",3,"XX+XY, PS+XY"
chr20,33441072,33441666,"HO10860_XY,HO15595_PS",2,PS+XY
chr20,50106991,50108103,"HO11020_XY,HO15867_PS,HO23101_XX",3,"XX+XY, PS+XY"
chr21,33211411,33212911,"HO11195_XY,HO16142_PS",2,PS+XY
chr21,44306744,44307853,"HO11271_XY,HO16259_PS,HO23746_XX",3,"XX+XY, PS+XY"
chr21,45420068,45421956,"HO11285_XY,HO16284_PS,HO23794_XX",3,"XX+XY, PS+XY"
chr22,21102402,21103325,"HO11370_XY,HO16401_PS,HO23978_XX",3,"XX+XY, PS+XY"
chr22,30675234,30675910,"HO11469_XY,HO16578_PS,HO24229_XX",3,"XX+XY, PS+XY"
chr22,36451388,36452308,"HO11511_XY,HO16642_PS,HO24335_XX",3,"XX+XY, PS+XY"
chr22,39019898,39022320,"HO11577_XY,HO16744_PS,HO24482_XX",3,"XX+XY, PS+XY"
chr3,45182782,45183751,"HO11966_XY,HO17308_PS,HO25371_XX",3,"XX+XY, PS+XY"
chr3,72268488,72270613,"HO12188_XY,HO17633_PS,HO25820_XX",3,"XX+XY, PS+XY"
chr3,73818240,73819633,"HO12197_XY,HO17646_PS",2,PS+XY
chr3,126528496,126529598,"HO12349_XY,HO17852_PS,HO26156_XX",3,"XX+XY, PS+XY"
chr3,154427565,154429282,"HO12492_XY,HO18078_PS,HO26476_XX",3,"XX+XY, PS+XY"
chr3,157127892,157131020,"HO12504_XY,HO18096_PS,HO26496_XX,HO26497_XX",4,"XX+XY, PS+XY"
chr3,183341057,183342452,"HO12581_XY,HO18208_PS,HO26641_XX",3,"XX+XY, PS+XY"
chr4,815241,816279,"HO12723_XY,HO18435_PS,HO26953_XX",3,"XX+XY, PS+XY"
chr4,1960135,1962170,"HO12742_XY,HO18463_PS,HO27011_XX",3,"XX+XY, PS+XY"
chr4,17094047,17095288,"HO12836_XY,HO18619_PS,HO27313_XX",3,"XX+XY, PS+XY"
chr4,88447298,88448652,"HO13057_XY,HO18894_PS",2,PS+XY
chr5,1227199,1228497,"HO13381_XY,HO19332_PS,HO28372_XX",3,"XX+XY, PS+XY"
chr5,23506444,23507699,"HO13434_XY,HO19416_PS",2,PS+XY
chr5,76952729,76954716,"HO13603_XY,HO19631_PS,HO28824_XX",3,"XX+XY, PS+XY"
chr5,138730503,138731630,"HO13845_XY,HO19952_PS",2,PS+XY
chr5,141493466,141496480,"HO13895_XY,HO20019_PS,HO29376_XX",3,"XX+XY, PS+XY"
chr5,141557440,141558609,"HO13899_XY,HO20024_PS,HO29380_XX",3,"XX+XY, PS+XY"
chr5,142825009,142826047,"HO13918_XY,HO20061_PS,HO29419_XX",3,"XX+XY, PS+XY"
chr5,172683135,172684556,"HO14035_XY,HO20260_PS,HO29722_XX",3,"XX+XY, PS+XY"
chr6,11474184,11475525,"HO14230_XY,HO20543_PS,HO30145_XX",3,"XX+XY, PS+XY"
chr6,114624211,114625084,"HO14890_XY,HO21446_PS",2,PS+XY
chr6,135474868,135475927,"HO14958_XY,HO21542_PS,HO31553_XX",3,"XX+XY, PS+XY"
chr6,169653645,169655369,"HO15095_XY,HO21751_PS",2,PS+XY
chr7,1169507,1170340,"HO15130_XY,HO21809_PS",2,PS+XY
chr7,1712953,1714691,"HO15142_XY,HO21822_PS,HO32061_XX",3,"XX+XY, PS+XY"
chr7,4159050,4160405,"HO15162_XY,HO21853_PS,HO32127_XX",3,"XX+XY, PS+XY"
chr7,103161354,103163239,"HO15678_XY,HO22591_PS,HO33200_XX",3,"XX+XY, PS+XY"
chr7,106009235,106010677,"HO15693_XY,HO22613_PS,HO33230_XX",3,"XX+XY, PS+XY"
chr7,112135863,112137532,"HO15710_XY,HO22637_PS",2,PS+XY
chr7,155744405,155746024,"HO15951_XY,HO22971_PS,HO33756_XX",3,"XX+XY, PS+XY"
chr8,70220169,70221806,"HO16313_XY,HO23463_PS,HO34574_XX",3,"XX+XY, PS+XY"
chr8,90009673,90010482,"HO16370_XY,HO23542_PS,HO34670_XX",3,"XX+XY, PS+XY"
chr8,140637274,140637715,"HO16538_XY,HO23798_PS,HO35090_XX",3,"XX+XY, PS+XY"
chr8,141072823,141074601,"HO16540_XY,HO23803_PS,HO35097_XX",3,"XX+XY, PS+XY"
chr8,144456156,144457310,"HO16618_XY,HO23911_PS",2,PS+XY
chr9,6703419,6704849,"HO16677_XY,HO23991_PS,HO25676_PG",3,"PG+PS, PS+XY"
chr9,13158226,13159393,"HO16684_XY,HO24005_PS,HO35407_XX",3,"XX+XY, PS+XY"
chr9,35113930,35114663,"HO16778_XY,HO24135_PS,HO35596_XX",3,"XX+XY, PS+XY"
chr9,35923265,35924991,"HO16798_XY,HO24164_PS,HO35627_XX",3,"XX+XY, PS+XY"
chr9,42851305,42853039,"HO16828_XY,HO24218_PS,HO35693_XX",3,"XX+XY, PS+XY"
chr9,88781403,88782496,"HO16895_XY,HO24337_PS,HO35869_XX",3,"XX+XY, PS+XY"
chr9,93304365,93306479,"HO16928_XY,HO24394_PS,HO35946_XX",3,"XX+XY, PS+XY"
chr9,112179719,112181502,"HO17045_XY,HO24548_PS,HO36169_XX",3,"XX+XY, PS+XY"
chr9,127387850,127389195,"HO17157_XY,HO24722_PS,HO36445_XX",3,"XX+XY, PS+XY"
chr9,128621654,128622447,"HO17202_XY,HO24781_PS,HO36529_XX",3,"XX+XY, PS+XY"
chrX,1924554,1925652,"HO17403_XY,HO25095_PS,HO36998_XX",3,"XX+XY, PS+XY"
chrY,2934687,2936316,"HO17847_XY,HO25728_PS",2,PS+XY
chrY,7273335,7274999,"HO17849_XY,HO25730_PS",2,PS+XY
chrY,12661316,12663547,"HO17850_XY,HO25732_PS",2,PS+XY
chrY,12904330,12906027,"HO17851_XY,HO25733_PS",2,PS+XY
chrY,13478201,13480399,"HO17852_XY,HO25735_PS",2,PS+XY
chrY,13703320,13705532,"HO17853_XY,HO25736_PS",2,PS+XY
chrY,13751090,13752878,"HO17854_XY,HO25737_PS",2,PS+XY
chrY,14523822,14525718,"HO17855_XY,HO25738_PS",2,PS+XY
chrY,15455427,15456797,"HO17856_XY,HO25739_PS",2,PS+XY
chrY,19075518,19078120,"HO17857_XY,HO25740_PS",2,PS+XY
chrY,19566681,19568068,"HO17858_XY,HO25741_PS",2,PS+XY
chrY,20574998,20576299,"HO17859_XY,HO25743_PS",2,PS+XY
