ID,Chromosome,Start,End,Length
HO115,chr1,3365421,3367016,1595
HO116,chr1,3409842,3410802,960
HO117,chr1,3452965,3453527,562
HO118,chr1,3454216,3455205,989
HO119,chr1,3459590,3461033,1443
HO120,chr1,3490297,3491982,1685
HO121,chr1,3530209,3532075,1866
HO122,chr1,3609819,3611951,2132
HO123,chr1,3623923,3625893,1970
HO124,chr1,3649501,3650294,793
HO125,chr1,3651800,3653042,1242
HO126,chr1,3668555,3669302,747
HO127,chr1,3740759,3741909,1150
HO128,chr1,3745922,3747602,1680
HO129,chr1,3771005,3773649,2644
HO130,chr1,3774404,3775760,1356
HO131,chr1,3784786,3785729,943
HO132,chr1,3795465,3797010,1545
HO133,chr1,3856401,3858495,2094
HO134,chr1,3899561,3901592,2031
HO135,chr1,3910625,3911886,1261
HO136,chr1,4081763,4084529,2766
HO137,chr1,4421596,4423146,1550
HO138,chr1,5651895,5653153,1258
HO139,chr1,5691892,5693308,1416
HO140,chr1,5704052,5705507,1455
HO141,chr1,5744343,5746136,1793
HO142,chr1,5797730,5798626,896
HO143,chr1,5966445,5967994,1549
HO144,chr1,5991009,5993260,2251
HO145,chr1,6001939,6003497,1558
HO146,chr1,6033923,6035894,1971
HO147,chr1,6052267,6053268,1001
HO148,chr1,6092131,6093606,1475
HO149,chr1,6179003,6181772,2769
HO150,chr1,6198805,6200139,1334
HO151,chr1,6204912,6206524,1612
HO152,chr1,6208619,6209544,925
HO153,chr1,6235096,6236343,1247
HO154,chr1,6244864,6245705,841
HO155,chr1,6259594,6262064,2470
HO156,chr1,6275933,6277060,1127
HO157,chr1,6358811,6360079,1268
HO158,chr1,6362871,6363739,868
HO159,chr1,6392682,6394216,1534
HO160,chr1,6423295,6425224,1929
HO161,chr1,6484874,6486828,1954
HO162,chr1,6489735,6491120,1385
HO163,chr1,6496982,6497885,903
HO164,chr1,6501735,6502735,1000
HO165,chr1,6553664,6554802,1138
HO166,chr1,6577779,6578443,664
HO167,chr1,6579201,6581129,1928
HO168,chr1,6586340,6587676,1336
HO169,chr1,6600849,6604167,3318
HO170,chr1,6612658,6615428,2770
HO171,chr1,6615892,6616768,876
HO172,chr1,6624592,6626037,1445
HO173,chr1,6700837,6702260,1423
HO174,chr1,6724053,6725301,1248
HO175,chr1,6784169,6786469,2300
HO176,chr1,6904045,6904979,934
HO177,chr1,6911475,6913076,1601
HO178,chr1,6922113,6923215,1102
HO179,chr1,6954152,6954895,743
HO180,chr1,6956355,6957146,791
HO181,chr1,6961821,6963713,1892
HO182,chr1,7069596,7071144,1548
HO183,chr1,7096859,7097725,866
HO184,chr1,7387471,7390134,2663
HO185,chr1,7478125,7479263,1138
HO186,chr1,7536722,7537666,944
HO187,chr1,7667369,7669057,1688
HO188,chr1,7669260,7670644,1384
HO189,chr1,7679621,7681198,1577
HO190,chr1,7703744,7706313,2569
HO191,chr1,7770562,7772012,1450
HO192,chr1,7783171,7784721,1550
HO193,chr1,7953644,7954635,991
HO194,chr1,7960952,7962255,1303
HO195,chr1,8003920,8005537,1617
HO196,chr1,8025364,8027039,1675
HO197,chr1,8216784,8217884,1100
HO198,chr1,8314076,8314711,635
HO199,chr1,8317606,8318711,1105
HO200,chr1,8395987,8398177,2190
HO201,chr1,8407603,8409517,1914
HO202,chr1,8422303,8425073,2770
HO203,chr1,8438342,8439799,1457
HO204,chr1,8525196,8526301,1105
HO205,chr1,8700289,8702278,1989
HO206,chr1,8702782,8703759,977
HO207,chr1,8816434,8818239,1805
HO208,chr1,8848526,8849387,861
HO209,chr1,8877765,8879647,1882
HO210,chr1,8885235,8885923,688
HO211,chr1,8889372,8890768,1396
HO212,chr1,8938274,8939561,1287
HO213,chr1,9064192,9065740,1548
HO214,chr1,9110539,9111213,674
HO215,chr1,9127389,9129974,2585
HO216,chr1,9181103,9183428,2325
HO217,chr1,9188916,9190120,1204
HO218,chr1,9195706,9197427,1721
HO219,chr1,9198420,9199005,585
HO220,chr1,9234093,9235482,1389
HO221,chr1,9241878,9243088,1210
HO222,chr1,9249414,9252089,2675
HO223,chr1,9291858,9293943,2085
HO224,chr1,9322626,9323379,753
HO225,chr1,9351852,9353428,1576
HO226,chr1,9383788,9385291,1503
HO227,chr1,9428432,9430260,1828
HO228,chr1,9443687,9444402,715
HO229,chr1,9538765,9540358,1593
HO230,chr1,9588175,9589666,1491
HO231,chr1,9593331,9594112,781
HO232,chr1,9606498,9607907,1409
HO233,chr1,9607964,9608825,861
HO234,chr1,9626776,9627826,1050
HO235,chr1,9651424,9652758,1334
HO236,chr1,9687083,9688109,1026
HO237,chr1,9688922,9690314,1392
HO238,chr1,9792054,9792875,821
HO239,chr1,9822885,9824770,1885
HO240,chr1,9835212,9836630,1418
HO241,chr1,9909212,9911212,2000
HO242,chr1,9942370,9943821,1451
HO243,chr1,9996782,9998192,1410
HO244,chr1,10032296,10033840,1544
HO245,chr1,10196299,10197605,1306
HO246,chr1,10209686,10212125,2439
HO247,chr1,10339440,10340143,703
HO248,chr1,10377219,10379228,2009
HO249,chr1,10398218,10399959,1741
HO250,chr1,10429851,10431361,1510
HO251,chr1,10436311,10437387,1076
HO252,chr1,10471717,10472847,1130
HO253,chr1,10474579,10475613,1034
HO254,chr1,10494155,10495541,1386
HO255,chr1,10555537,10556710,1173
HO256,chr1,10638138,10639777,1639
HO257,chr1,10685586,10687108,1522
HO258,chr1,10693560,10695322,1762
HO259,chr1,10755286,10756491,1205
HO260,chr1,10793666,10795555,1889
HO261,chr1,10796075,10796931,856
HO262,chr1,10835612,10836288,676
HO263,chr1,10866363,10868275,1912
HO264,chr1,11011757,11013413,1656
HO265,chr1,11059176,11060981,1805
HO266,chr1,11099117,11100252,1135
HO267,chr1,11261750,11262992,1242
HO268,chr1,11272380,11273864,1484
HO269,chr1,11478456,11480680,2224
HO270,chr1,11653855,11655173,1318
HO271,chr1,11663851,11665266,1415
HO272,chr1,11680366,11681947,1581
HO273,chr1,11735525,11737068,1543
HO274,chr1,11746770,11747721,951
HO275,chr1,11784508,11785455,947
HO276,chr1,11803039,11803961,922
HO277,chr1,11804817,11806553,1736
HO278,chr1,11858581,11859667,1086
HO279,chr1,11907527,11910006,2479
HO280,chr1,11925711,11926734,1023
HO281,chr1,11933994,11935095,1101
HO282,chr1,11966577,11967523,946
HO283,chr1,11979560,11980918,1358
HO284,chr1,12014186,12014950,764
HO285,chr1,12018894,12020110,1216
HO286,chr1,12229426,12231418,1992
HO287,chr1,12336266,12337032,766
HO288,chr1,12433092,12435130,2038
HO289,chr1,12477656,12478966,1310
HO290,chr1,12615730,12617367,1637
HO291,chr1,12617673,12618761,1088
HO292,chr1,12618968,12620142,1174
HO293,chr1,13512526,13514229,1703
HO294,chr1,13548777,13550032,1255
HO295,chr1,13583514,13584750,1236
HO296,chr1,13699571,13701136,1565
HO297,chr1,13748618,13750118,1500
HO298,chr1,13813503,13814734,1231
HO299,chr1,13892191,13893640,1449
HO300,chr1,14597673,14599737,2064
HO301,chr1,14923713,14925347,1634
HO302,chr1,15088048,15090829,2781
HO303,chr1,15152260,15155037,2777
HO304,chr1,15212363,15213821,1458
HO305,chr1,15246818,15247731,913
HO306,chr1,15334569,15335736,1167
HO307,chr1,15355701,15356694,993
HO308,chr1,15370553,15372321,1768
HO309,chr1,15409022,15410809,1787
HO310,chr1,15415915,15416726,811
HO311,chr1,15426673,15427622,949
HO312,chr1,15475543,15477402,1859
HO313,chr1,15523834,15525499,1665
HO314,chr1,15526374,15527233,859
HO315,chr1,15602888,15604024,1136
HO316,chr1,15616659,15618306,1647
HO317,chr1,15683836,15685221,1385
HO318,chr1,15741077,15741791,714
HO319,chr1,15834119,15836415,2296
HO320,chr1,15846982,15848891,1909
HO321,chr1,15849079,15850276,1197
HO322,chr1,15885306,15887046,1740
HO323,chr1,15948944,15950325,1381
HO324,chr1,15974910,15976299,1389
HO325,chr1,16012554,16013540,986
HO326,chr1,16017387,16018625,1238
HO327,chr1,16032154,16033300,1146
HO328,chr1,16055574,16056464,890
HO329,chr1,16057240,16057914,674
HO330,chr1,16072817,16074048,1231
HO331,chr1,16078702,16079664,962
HO332,chr1,16111520,16113501,1981
HO333,chr1,16114530,16115600,1070
HO334,chr1,16143696,16144393,697
HO335,chr1,16144916,16146861,1945
HO336,chr1,16154608,16156435,1827
HO337,chr1,16167226,16168355,1129
HO338,chr1,16175386,16176673,1287
HO339,chr1,16206172,16207351,1179
HO340,chr1,16215876,16216554,678
HO341,chr1,16216925,16218107,1182
HO342,chr1,16226235,16227301,1066
HO343,chr1,16236097,16237639,1542
HO344,chr1,16350871,16352923,2052
HO345,chr1,16366698,16368383,1685
HO346,chr1,16440128,16441558,1430
HO347,chr1,16498492,16499926,1434
HO348,chr1,16513424,16514774,1350
HO349,chr1,16612004,16614016,2012
HO350,chr1,16620675,16621412,737
HO351,chr1,16624759,16625214,455
HO352,chr1,16643709,16645612,1903
HO353,chr1,16888546,16889890,1344
HO354,chr1,16895158,16897310,2152
HO355,chr1,16903597,16905805,2208
HO356,chr1,16913249,16914692,1443
HO357,chr1,16951368,16952043,675
HO358,chr1,16960307,16962010,1703
HO359,chr1,16966880,16967690,810
HO360,chr1,16979538,16980863,1325
HO361,chr1,17010601,17012307,1706
HO362,chr1,17053282,17054734,1452
HO363,chr1,17437151,17440090,2939
HO364,chr1,17531408,17532492,1084
HO365,chr1,17538048,17541043,2995
HO366,chr1,18883698,18884486,788
HO367,chr1,18901855,18903474,1619
HO368,chr1,18921696,18922813,1117
HO369,chr1,18941062,18942187,1125
HO370,chr1,18955363,18957479,2116
HO371,chr1,19007156,19008317,1161
HO372,chr1,19016669,19017742,1073
HO373,chr1,19082573,19083770,1197
HO374,chr1,19209229,19211055,1826
HO375,chr1,19232155,19233292,1137
HO376,chr1,19250992,19252508,1516
HO377,chr1,19311045,19312923,1878
HO378,chr1,19366553,19367508,955
HO379,chr1,19425826,19427704,1878
HO380,chr1,19484198,19486187,1989
HO381,chr1,19596151,19597816,1665
HO382,chr1,19643518,19645494,1976
HO383,chr1,19650474,19651480,1006
HO384,chr1,19653401,19654104,703
HO385,chr1,19659430,19660114,684
HO386,chr1,19704208,19704945,737
HO387,chr1,19715140,19716031,891
HO388,chr1,19798997,19800606,1609
HO389,chr1,19881887,19883097,1210
HO390,chr1,19921295,19922669,1374
HO391,chr1,19974657,19976154,1497
HO392,chr1,19981166,19982619,1453
HO393,chr1,20151774,20152709,935
HO394,chr1,20185324,20186831,1507
HO395,chr1,20194740,20196394,1654
HO396,chr1,20365735,20367489,1754
HO397,chr1,20472991,20473684,693
HO398,chr1,20483688,20484776,1088
HO399,chr1,20485233,20487165,1932
HO400,chr1,20487823,20488392,569
HO401,chr1,20507093,20508431,1338
HO402,chr1,20551907,20554035,2128
HO403,chr1,20633002,20634864,1862
HO404,chr1,20660694,20662265,1571
HO405,chr1,20696076,20697370,1294
HO406,chr1,20717224,20718332,1108
HO407,chr1,20731321,20733404,2083
HO408,chr1,20785995,20788159,2164
HO409,chr1,21117179,21118306,1127
HO410,chr1,21175359,21177415,2056
HO411,chr1,21216637,21218591,1954
HO412,chr1,21261630,21263248,1618
HO413,chr1,21268202,21270514,2312
HO414,chr1,21289422,21290938,1516
HO415,chr1,21318131,21319112,981
HO416,chr1,21324090,21325732,1642
HO417,chr1,21332485,21333166,681
HO418,chr1,21344130,21346200,2070
HO419,chr1,21368113,21368845,732
HO420,chr1,21439560,21440753,1193
HO421,chr1,21537210,21538759,1549
HO422,chr1,21558150,21560339,2189
HO423,chr1,21586600,21587409,809
HO424,chr1,21607520,21608307,787
HO425,chr1,21651052,21652369,1317
HO426,chr1,21658957,21659716,759
HO427,chr1,21668377,21670196,1819
HO428,chr1,21764550,21765402,852
HO429,chr1,21781621,21783966,2345
HO430,chr1,21929679,21930532,853
HO431,chr1,21936691,21937937,1246
HO432,chr1,22024450,22026401,1951
HO433,chr1,22052116,22053857,1741
HO434,chr1,22141439,22143789,2350
HO435,chr1,22420290,22420798,508
HO436,chr1,22451152,22452826,1674
HO437,chr1,22684789,22686183,1394
HO438,chr1,22709796,22712031,2235
HO439,chr1,22870137,22871010,873
HO440,chr1,22952867,22954734,1867
HO441,chr1,22976265,22976920,655
HO442,chr1,23018769,23020444,1675
HO443,chr1,23167169,23169045,1876
HO444,chr1,23177124,23178574,1450
HO445,chr1,23216529,23218016,1487
HO446,chr1,23343275,23345158,1883
HO447,chr1,23367825,23370106,2281
HO448,chr1,23403469,23404260,791
HO449,chr1,23411350,23412459,1109
HO450,chr1,23421750,23425243,3493
HO451,chr1,23482954,23485061,2107
HO452,chr1,23528018,23528922,904
HO453,chr1,23529575,23530271,696
HO454,chr1,23530475,23531969,1494
HO455,chr1,23539490,23540269,779
HO456,chr1,23554318,23555314,996
HO457,chr1,23558084,23558727,643
HO458,chr1,23558966,23560107,1141
HO459,chr1,23561968,23562713,745
HO460,chr1,23567657,23569925,2268
HO461,chr1,23637229,23638546,1317
HO462,chr1,23691285,23692374,1089
HO463,chr1,23742776,23744231,1455
HO464,chr1,23771138,23772469,1331
HO465,chr1,23777746,23778854,1108
HO466,chr1,23790718,23792101,1383
HO467,chr1,23799450,23801416,1966
HO468,chr1,23824738,23825799,1061
HO469,chr1,23867562,23868903,1341
HO470,chr1,23958686,23960369,1683
HO471,chr1,23979488,23980704,1216
HO472,chr1,24018362,24019340,978
HO473,chr1,24045702,24047113,1411
HO474,chr1,24070677,24071736,1059
HO475,chr1,24102926,24103904,978
HO476,chr1,24107986,24109073,1087
HO477,chr1,24111891,24112834,943
HO478,chr1,24119785,24121022,1237
HO479,chr1,24150138,24151623,1485
HO480,chr1,24186675,24188015,1340
HO481,chr1,24321440,24322985,1545
HO482,chr1,24413137,24414001,864
HO483,chr1,24415198,24416335,1137
HO484,chr1,24418803,24419729,926
HO485,chr1,24435643,24436383,740
HO486,chr1,24442746,24443722,976
HO487,chr1,24501825,24503584,1759
HO488,chr1,24555384,24556372,988
HO489,chr1,24575808,24576664,856
HO490,chr1,24593832,24594586,754
HO491,chr1,24618643,24619932,1289
HO492,chr1,24641713,24644160,2447
HO493,chr1,24683286,24684235,949
HO494,chr1,24704455,24706000,1545
HO495,chr1,24744648,24746361,1713
HO496,chr1,24847701,24848830,1129
HO497,chr1,24861729,24862790,1061
HO498,chr1,25167201,25169049,1848
HO499,chr1,25231894,25233431,1537
HO500,chr1,25239245,25240472,1227
HO501,chr1,25245926,25248062,2136
HO502,chr1,25337923,25339468,1545
HO503,chr1,25368716,25369866,1150
HO504,chr1,25429836,25431770,1934
HO505,chr1,25543137,25544308,1171
HO506,chr1,25615691,25618356,2665
HO507,chr1,25770648,25772151,1503
HO508,chr1,25799384,25800873,1489
HO509,chr1,25818995,25821121,2126
HO510,chr1,25834446,25837036,2590
HO511,chr1,25858689,25860232,1543
HO512,chr1,25871000,25871763,763
HO513,chr1,25874623,25876276,1653
HO514,chr1,25879441,25880350,909
HO515,chr1,25895086,25895852,766
HO516,chr1,25904992,25907211,2219
HO517,chr1,25922052,25924002,1950
HO518,chr1,25932785,25934598,1813
HO519,chr1,25996922,25998996,2074
HO520,chr1,26034887,26036859,1972
HO521,chr1,26110577,26112603,2026
HO522,chr1,26161220,26162224,1004
HO523,chr1,26164049,26164948,899
HO524,chr1,26169239,26170391,1152
HO525,chr1,26188492,26190798,2306
HO526,chr1,26200663,26202115,1452
HO527,chr1,26224557,26225927,1370
HO528,chr1,26233463,26235264,1801
HO529,chr1,26275555,26276443,888
HO530,chr1,26279402,26280615,1213
HO531,chr1,26305807,26307211,1404
HO532,chr1,26320902,26321891,989
HO533,chr1,26335946,26337245,1299
HO534,chr1,26431563,26432704,1141
HO535,chr1,26471448,26473357,1909
HO536,chr1,26500002,26501749,1747
HO537,chr1,26529216,26530714,1498
HO538,chr1,26541526,26543163,1637
HO539,chr1,26554970,26556518,1548
HO540,chr1,26619891,26621781,1890
HO541,chr1,26677219,26677965,746
HO542,chr1,26692178,26693462,1284
HO543,chr1,26695241,26696385,1144
HO544,chr1,26697882,26698624,742
HO545,chr1,26723017,26724370,1353
HO546,chr1,26786613,26788529,1916
HO547,chr1,26788925,26789433,508
HO548,chr1,26826033,26827984,1951
HO549,chr1,26864155,26865978,1823
HO550,chr1,26889524,26890851,1327
HO551,chr1,26899653,26900787,1134
HO552,chr1,26913381,26914679,1298
HO553,chr1,26921064,26922465,1401
HO554,chr1,26993043,26995148,2105
HO555,chr1,26997641,26998010,369
HO556,chr1,27011867,27013409,1542
HO557,chr1,27031092,27032130,1038
HO558,chr1,27098497,27100273,1776
HO559,chr1,27111698,27112624,926
HO560,chr1,27154526,27155630,1104
HO561,chr1,27233805,27235737,1932
HO562,chr1,27271934,27272839,905
HO563,chr1,27299329,27301233,1904
HO564,chr1,27321771,27322759,988
HO565,chr1,27349185,27350189,1004
HO566,chr1,27356749,27357862,1113
HO567,chr1,27365275,27367258,1983
HO568,chr1,27380841,27381667,826
HO569,chr1,27382423,27383559,1136
HO570,chr1,27391378,27392887,1509
HO571,chr1,27394931,27395761,830
HO572,chr1,27489495,27490759,1264
HO573,chr1,27503850,27505576,1726
HO574,chr1,27519088,27519948,860
HO575,chr1,27526914,27529531,2617
HO576,chr1,27535405,27537429,2024
HO577,chr1,27556697,27558223,1526
HO578,chr1,27563402,27563919,517
HO579,chr1,27568159,27569292,1133
HO580,chr1,27574196,27576198,2002
HO581,chr1,27601769,27602713,944
HO582,chr1,27602961,27604519,1558
HO583,chr1,27633907,27635307,1400
HO584,chr1,27638100,27638764,664
HO585,chr1,27658837,27660340,1503
HO586,chr1,27662758,27663486,728
HO587,chr1,27669115,27669704,589
HO588,chr1,27671725,27672619,894
HO589,chr1,27724523,27726658,2135
HO590,chr1,27772647,27774015,1368
HO591,chr1,27829846,27831448,1602
HO592,chr1,27857838,27858810,972
HO593,chr1,27866795,27867645,850
HO594,chr1,27872037,27873531,1494
HO595,chr1,27914008,27915134,1126
HO596,chr1,27934629,27935967,1338
HO597,chr1,27940819,27942403,1584
HO598,chr1,27959324,27960559,1235
HO599,chr1,28087608,28088971,1363
HO600,chr1,28224751,28225742,991
HO601,chr1,28232515,28233188,673
HO602,chr1,28235539,28237189,1650
HO603,chr1,28246389,28247585,1196
HO604,chr1,28258631,28260827,2196
HO605,chr1,28296190,28297362,1172
HO606,chr1,28328283,28329741,1458
HO607,chr1,28369104,28370647,1543
HO608,chr1,28400444,28402067,1623
HO609,chr1,28437190,28438390,1200
HO610,chr1,28505383,28506685,1302
HO611,chr1,28517656,28519019,1363
HO612,chr1,28552340,28553748,1408
HO613,chr1,28580897,28582534,1637
HO614,chr1,28642108,28643548,1440
HO615,chr1,28647945,28649533,1588
HO616,chr1,28668164,28670101,1937
HO617,chr1,28736050,28738081,2031
HO618,chr1,28750853,28752057,1204
HO619,chr1,28774730,28775637,907
HO620,chr1,28784893,28785783,890
HO621,chr1,28881886,28882441,555
HO622,chr1,28884330,28885302,972
HO623,chr1,28886698,28888462,1764
HO624,chr1,28898080,28899237,1157
HO625,chr1,28913787,28915650,1863
HO626,chr1,29121203,29125401,4198
HO627,chr1,29133586,29135144,1558
HO628,chr1,29156206,29157545,1339
HO629,chr1,29180950,29182572,1622
HO630,chr1,29202154,29203231,1077
HO631,chr1,29230433,29231192,759
HO632,chr1,29236027,29236844,817
HO633,chr1,29237153,29238563,1410
HO634,chr1,29259111,29260470,1359
HO635,chr1,30378899,30380668,1769
HO636,chr1,30717753,30719554,1801
HO637,chr1,30782323,30783567,1244
HO638,chr1,30823822,30824961,1139
HO639,chr1,30847209,30847880,671
HO640,chr1,30895355,30896521,1166
HO641,chr1,31064704,31066153,1449
HO642,chr1,31154412,31155834,1422
HO643,chr1,31170284,31171207,923
HO644,chr1,31181282,31182761,1479
HO645,chr1,31238620,31240197,1577
HO646,chr1,31296249,31298109,1860
HO647,chr1,31368399,31369119,720
HO648,chr1,31372604,31374071,1467
HO649,chr1,31374528,31375156,628
HO650,chr1,31394413,31395218,805
HO651,chr1,31412816,31414842,2026
HO652,chr1,31548376,31549954,1578
HO653,chr1,31568475,31569993,1518
HO654,chr1,31573791,31574709,918
HO655,chr1,31575924,31576652,728
HO656,chr1,31583601,31584442,841
HO657,chr1,31587756,31589304,1548
HO658,chr1,31617453,31618472,1019
HO659,chr1,31625978,31628412,2434
HO660,chr1,31644128,31645464,1336
HO661,chr1,31669420,31670894,1474
HO662,chr1,31695642,31696587,945
HO663,chr1,31700768,31701895,1127
HO664,chr1,31703491,31705559,2068
HO665,chr1,31714277,31715949,1672
HO666,chr1,31736474,31737122,648
HO667,chr1,31745148,31745940,792
HO668,chr1,31750823,31752674,1851
HO669,chr1,31760414,31761252,838
HO670,chr1,31762479,31763200,721
HO671,chr1,31763841,31764716,875
HO672,chr1,31771577,31772997,1420
HO673,chr1,31787971,31789581,1610
HO674,chr1,31923627,31924639,1012
HO675,chr1,31937298,31938914,1616
HO676,chr1,31939721,31940159,438
HO677,chr1,31944014,31945114,1100
HO678,chr1,31954378,31955633,1255
HO679,chr1,31963894,31964636,742
HO680,chr1,32013116,32015017,1901
HO681,chr1,32062184,32062894,710
HO682,chr1,32072275,32073669,1394
HO683,chr1,32107426,32108926,1500
HO684,chr1,32179091,32180803,1712
HO685,chr1,32200087,32201947,1860
HO686,chr1,32202380,32202759,379
HO687,chr1,32205082,32206358,1276
HO688,chr1,32211697,32212915,1218
HO689,chr1,32215318,32216133,815
HO690,chr1,32221775,32222971,1196
HO691,chr1,32235557,32236480,923
HO692,chr1,32239308,32241820,2512
HO693,chr1,32291577,32292847,1270
HO694,chr1,32334844,32336789,1945
HO695,chr1,32337951,32338658,707
HO696,chr1,32351005,32352424,1419
HO697,chr1,32353240,32354500,1260
HO698,chr1,32361083,32362700,1617
HO699,chr1,32393859,32395297,1438
HO700,chr1,32400518,32401363,845
HO701,chr1,32447643,32448787,1144
HO702,chr1,32464006,32465878,1872
HO703,chr1,32499930,32501190,1260
HO704,chr1,32538885,32540393,1508
HO705,chr1,32611888,32612876,988
HO706,chr1,32650020,32651795,1775
HO707,chr1,32701232,32703972,2740
HO708,chr1,32711932,32712680,748
HO709,chr1,32741064,32742767,1703
HO710,chr1,32753495,32755494,1999
HO711,chr1,32759537,32760659,1122
HO712,chr1,32770606,32772147,1541
HO713,chr1,32816634,32818733,2099
HO714,chr1,32870066,32872962,2896
HO715,chr1,32876163,32876969,806
HO716,chr1,32885917,32886915,998
HO717,chr1,32892729,32894512,1783
HO718,chr1,32924687,32926370,1683
HO719,chr1,32960188,32960755,567
HO720,chr1,32963605,32965159,1554
HO721,chr1,32972552,32973460,908
HO722,chr1,33036024,33037227,1203
HO723,chr1,33054936,33055973,1037
HO724,chr1,33080673,33081761,1088
HO725,chr1,33126773,33127897,1124
HO726,chr1,33133109,33134141,1032
HO727,chr1,33160750,33161813,1063
HO728,chr1,33180387,33182854,2467
HO729,chr1,33255273,33257497,2224
HO730,chr1,33305956,33307433,1477
HO731,chr1,33338040,33339675,1635
HO732,chr1,33348745,33350668,1923
HO733,chr1,33429910,33431399,1489
HO734,chr1,33470296,33470938,642
HO735,chr1,33471826,33472941,1115
HO736,chr1,33514848,33516215,1367
HO737,chr1,33655212,33655915,703
HO738,chr1,34162869,34165401,2532
HO739,chr1,34852469,34853157,688
HO740,chr1,34858837,34860094,1257
HO741,chr1,34865543,34867081,1538
HO742,chr1,34924683,34925345,662
HO743,chr1,34983772,34985725,1953
HO744,chr1,35030708,35032186,1478
HO745,chr1,35078509,35079946,1437
HO746,chr1,35191763,35193491,1728
