chromosome,start,end,peaks,peak_count,producer
chr1,22870032,22871170,"HO439_PS,HO523_PG,HO740_XX",3,"PG+PS, PG+XX"
chr1,22976244,22976961,"HO441_PS,HO524_PG,HO744_XX",3,"PG+PS, PG+XX"
chr1,23558084,23558727,"HO457_PS,HO540_PG,HO762_XX",3,"PG+PS, PG+XX"
chr1,23637209,23639884,"HO461_PS,HO545_PG,HO767_XX",3,"PG+PS, PG+XX"
chr1,24045619,24047113,"HO473_PS,HO558_PG,HO784_XX",3,"PG+PS, PG+XX"
chr1,24070602,24071874,"HO474_PS,HO559_PG,HO785_XX",3,"PG+PS, PG+XX"
chr1,24107595,24109102,"HO476_PS,HO561_PG,HO788_XX",3,"PG+PS, PG+XX"
chr1,24110610,24112877,"HO477_PS,HO562_PG,HO789_XX",3,"PG+PS, PG+XX"
chr1,24418803,24419729,"HO484_PS,HO571_PG,HO800_XX",3,"PG+PS, PG+XX"
chr1,24555256,24556372,"HO488_PS,HO574_PG,HO803_XX",3,"PG+PS, PG+XX"
chr1,24704416,24706000,"HO494_PS,HO577_PG,HO806_XX",3,"PG+PS, PG+XX"
chr1,24861729,24862858,"HO497_PS,HO581_PG,HO811_XX",3,"PG+PS, PG+XX"
chr1,26164048,26164997,"HO523_PS,HO608_PG,HO855_XX",3,"PG+PS, PG+XX"
chr1,26677006,26678041,"HO541_PS,HO623_PG,HO875_XX",3,"PG+PS, PG+XX"
chr1,26788784,26789446,"HO547_PS,HO629_PG,HO881_XX",3,"PG+PS, PG+XX"
chr1,26913230,26914679,"HO552_PS,HO634_PG,HO887_XX",3,"PG+PS, PG+XX"
chr1,26997641,26998047,"HO555_PS,HO638_PG,HO891_XX",3,"PG+PS, PG+XX"
chr1,27098497,27100331,"HO558_PS,HO642_PG,HO896_XX",3,"PG+PS, PG+XX"
chr1,27519088,27519948,"HO574_PS,HO658_PG,HO923_XX",3,"PG+PS, PG+XX"
chr1,27535405,27537429,"HO576_PS,HO660_PG,HO925_XX",3,"PG+PS, PG+XX"
chr1,27633672,27635307,"HO583_PS,HO670_PG,HO940_XX",3,"PG+PS, PG+XX"
chr1,27662748,27663487,"HO586_PS,HO672_PG,HO943_XX",3,"PG+PS, PG+XX"
chr1,27669115,27669717,"HO587_PS,HO673_PG,HO944_XX",3,"PG+PS, PG+XX"
chr1,27857784,27859035,"HO592_PS,HO679_PG,HO951_XX",3,"PG+PS, PG+XX"
chr1,27871993,27873531,"HO594_PS,HO680_PG,HO952_XX",3,"PG+PS, PG+XX"
chr1,27934618,27936014,"HO596_PS,HO682_PG,HO954_XX",3,"PG+PS, PG+XX"
chr1,28437190,28438485,"HO609_PS,HO692_PG,HO967_XX",3,"PG+PS, PG+XX"
chr1,28898029,28899731,"HO624_PS,HO707_PG,HO987_XX",3,"PG+PS, PG+XX"
chr1,29202154,29203361,"HO630_PS,HO713_PG,HO994_XX",3,"PG+PS, PG+XX"
chr1,31394413,31395218,"HO1040_XX,HO650_PS,HO743_PG",3,"PG+PS, PG+XX"
chr1,31573730,31574893,"HO1046_XX,HO654_PS,HO748_PG",3,"PG+PS, PG+XX"
chr1,31669419,31670922,"HO1055_XX,HO661_PS,HO753_PG",3,"PG+PS, PG+XX"
chr1,31771577,31773042,"HO1069_XX,HO672_PS,HO759_PG",3,"PG+PS, PG+XX"
chr1,31939587,31940177,"HO1074_XX,HO676_PS,HO763_PG",3,"PG+PS, PG+XX"
chr1,31963887,31964660,"HO1077_XX,HO679_PS,HO765_PG",3,"PG+PS, PG+XX"
chr1,32062145,32063836,"HO1080_XX,HO681_PS,HO768_PG",3,"PG+PS, PG+XX"
chr1,32211697,32212915,"HO1088_XX,HO688_PS,HO774_PG",3,"PG+PS, PG+XX"
chr1,32214718,32216133,"HO1089_XX,HO689_PS,HO775_PG",3,"PG+PS, PG+XX"
chr1,32400518,32401442,"HO1102_XX,HO700_PS,HO786_PG",3,"PG+PS, PG+XX"
chr1,32611885,32612876,"HO1108_XX,HO705_PS,HO791_PG",3,"PG+PS, PG+XX"
chr1,32711902,32712688,"HO1111_XX,HO708_PS,HO794_PG",3,"PG+PS, PG+XX"
chr1,32924687,32926907,"HO1128_XX,HO718_PS,HO807_PG",3,"PG+PS, PG+XX"
chr1,33160718,33161900,"HO1136_XX,HO727_PS,HO814_PG",3,"PG+PS, PG+XX"
chr1,33470296,33470946,"HO1145_XX,HO734_PS,HO821_PG",3,"PG+PS, PG+XX"
chr1,34924677,34925368,"HO1165_XX,HO742_PS,HO830_PG",3,"PG+PS, PG+XX"
chr1,35572924,35573707,"HO1179_XX,HO749_PS,HO840_PG",3,"PG+PS, PG+XX"
chr1,36174903,36176636,"HO1197_XX,HO765_PS,HO855_PG",3,"PG+PS, PG+XX"
chr1,36177832,36179513,"HO1198_XX,HO766_PS,HO856_PG",3,"PG+PS, PG+XX"
chr1,36187631,36188521,"HO1199_XX,HO767_PS,HO857_PG",3,"PG+PS, PG+XX"
chr1,36203302,36204606,"HO1200_XX,HO769_PS,HO858_PG",3,"PG+PS, PG+XX"
chr1,36368780,36369374,"HO1206_XX,HO776_PS,HO863_PG",3,"PG+PS, PG+XX"
chr1,37752163,37753532,"HO1232_XX,HO798_PS,HO882_PG",3,"PG+PS, PG+XX"
chr1,37793333,37795729,"HO1234_XX,HO800_PS,HO883_PG",3,"PG+PS, PG+XX"
chr1,38138299,38139093,"HO1250_XX,HO812_PS,HO895_PG",3,"PG+PS, PG+XX"
chr1,39075977,39077021,"HO1267_XX,HO818_PS,HO904_PG",3,"PG+PS, PG+XX"
chr1,39204171,39206011,"HO1271_XX,HO822_PS,HO908_PG",3,"PG+PS, PG+XX"
chr1,39558735,39560100,"HO1279_XX,HO827_PS,HO912_PG",3,"PG+PS, PG+XX"
chr1,39632208,39633697,"HO1282_XX,HO830_PS,HO914_PG",3,"PG+PS, PG+XX"
chr1,39639128,39640193,"HO1283_XX,HO831_PS,HO915_PG",3,"PG+PS, PG+XX"
chr1,39671185,39672950,"HO1286_XX,HO833_PS,HO917_PG",3,"PG+PS, PG+XX"
chr1,39700591,39702202,"HO1288_XX,HO835_PS,HO919_PG",3,"PG+PS, PG+XX"
chr1,39787977,39789744,"HO1290_XX,HO837_PS,HO921_PG",3,"PG+PS, PG+XX"
chr1,40084368,40085430,"HO1301_XX,HO845_PS,HO928_PG",3,"PG+PS, PG+XX"
chr1,40633482,40634668,"HO1315_XX,HO856_PS,HO939_PG",3,"PG+PS, PG+XX"
chr1,40668699,40669170,"HO1318_XX,HO858_PS,HO941_PG",3,"PG+PS, PG+XX"
chr1,40802006,40802843,"HO1323_XX,HO862_PS,HO946_PG",3,"PG+PS, PG+XX"
chr1,41282451,41285132,"HO1331_XX,HO870_PS,HO953_PG",3,"PG+PS, PG+XX"
chr1,41387490,41388191,"HO1338_XX,HO875_PS,HO959_PG",3,"PG+PS, PG+XX"
chr1,41416060,41417408,"HO1341_XX,HO876_PS,HO962_PG",3,"PG+PS, PG+XX"
chr1,41431736,41433429,"HO1342_XX,HO877_PS,HO963_PG",3,"PG+PS, PG+XX"
chr1,41482074,41482814,"HO1344_XX,HO878_PS,HO965_PG",3,"PG+PS, PG+XX"
chr1,42171883,42173672,"HO1359_XX,HO885_PS,HO972_PG",3,"PG+PS, PG+XX"
chr1,43563527,43564759,"HO1000_PG,HO1395_XX,HO911_PS",3,"PG+PS, PG+XX"
chr1,43762725,43763834,"HO1005_PG,HO1400_XX,HO917_PS",3,"PG+PS, PG+XX"
chr1,44035633,44037623,"HO1017_PG,HO1414_XX,HO925_PS",3,"PG+PS, PG+XX"
chr1,44416869,44418591,"HO1023_PG,HO1420_XX,HO930_PS",3,"PG+PS, PG+XX"
chr1,44636675,44638515,"HO1029_PG,HO1429_XX,HO932_PS",3,"PG+PS, PG+XX"
chr1,44878749,44879867,"HO1044_PG,HO946_PS",2,PG+PS
chr1,45014467,45014961,"HO1048_PG,HO1448_XX,HO949_PS",3,"PG+PS, PG+XX"
chr1,45265362,45266797,"HO1050_PG,HO1450_XX,HO952_PS",3,"PG+PS, PG+XX"
chr1,45348474,45349670,"HO1054_PG,HO1454_XX,HO956_PS",3,"PG+PS, PG+XX"
chr1,45518605,45519593,"HO1057_PG,HO1457_XX,HO959_PS",3,"PG+PS, PG+XX"
chr1,45912995,45914364,"HO1065_PG,HO1470_XX,HO968_PS",3,"PG+PS, PG+XX"
chr1,46347742,46348620,"HO1072_PG,HO1481_XX,HO978_PS",3,"PG+PS, PG+XX"
chr1,46442136,46443258,"HO1075_PG,HO1485_XX,HO981_PS",3,"PG+PS, PG+XX"
chr1,46466000,46467544,"HO1076_PG,HO1488_XX,HO982_PS",3,"PG+PS, PG+XX"
chr1,46478767,46480479,"HO1077_PG,HO1489_XX,HO983_PS",3,"PG+PS, PG+XX"
chr1,46527627,46528814,"HO1079_PG,HO1494_XX,HO987_PS",3,"PG+PS, PG+XX"
chr1,46612715,46614198,"HO1084_PG,HO1501_XX,HO990_PS",3,"PG+PS, PG+XX"
chr1,46615856,46617243,"HO1085_PG,HO1502_XX,HO991_PS",3,"PG+PS, PG+XX"
chr1,47432147,47432957,"HO1096_PG,HO1518_XX,HO999_PS",3,"PG+PS, PG+XX"
chr1,47569594,47570735,"HO1003_PS,HO1101_PG,HO1524_XX",3,"PG+PS, PG+XX"
chr1,47983359,47984674,"HO1007_PS,HO1108_PG,HO1535_XX",3,"PG+PS, PG+XX"
chr1,50332659,50334030,"HO1014_PS,HO1115_PG,HO1543_XX",3,"PG+PS, PG+XX"
chr1,50418465,50419592,"HO1015_PS,HO1116_PG,HO1545_XX",3,"PG+PS, PG+XX"
chr1,51295873,51297612,"HO1020_PS,HO1122_PG,HO1555_XX",3,"PG+PS, PG+XX"
chr1,51344349,51345605,"HO1022_PS,HO1125_PG,HO1559_XX",3,"PG+PS, PG+XX"
chr1,52005259,52006277,"HO1031_PS,HO1132_PG,HO1567_XX",3,"PG+PS, PG+XX"
chr1,53014460,53015866,"HO1050_PS,HO1148_PG,HO1589_XX",3,"PG+PS, PG+XX"
chr1,53379056,53380878,"HO1057_PS,HO1156_PG,HO1604_XX",3,"PG+PS, PG+XX"
chr1,54121204,54122509,"HO1064_PS,HO1164_PG,HO1622_XX",3,"PG+PS, PG+XX"
chr1,54219725,54220854,"HO1066_PS,HO1166_PG,HO1624_XX",3,"PG+PS, PG+XX"
chr1,54342059,54343630,"HO1072_PS,HO1170_PG,HO1632_XX",3,"PG+PS, PG+XX"
chr1,54396176,54397850,"HO1074_PS,HO1172_PG,HO1635_XX",3,"PG+PS, PG+XX"
chr1,54479159,54479852,"HO1076_PS,HO1175_PG,HO1640_XX",3,"PG+PS, PG+XX"
chr1,54581136,54582102,"HO1080_PS,HO1180_PG,HO1646_XX",3,"PG+PS, PG+XX"
chr1,54922501,54923387,"HO1086_PS,HO1185_PG,HO1654_XX",3,"PG+PS, PG+XX"
chr1,54949900,54951163,"HO1087_PS,HO1186_PG,HO1656_XX",3,"PG+PS, PG+XX"
chr1,54979918,54981208,"HO1088_PS,HO1187_PG,HO1657_XX",3,"PG+PS, PG+XX"
chr1,54996228,54997838,"HO1090_PS,HO1188_PG,HO1659_XX",3,"PG+PS, PG+XX"
chr1,55021645,55022574,"HO1091_PS,HO1189_PG,HO1661_XX",3,"PG+PS, PG+XX"
chr1,55049005,55050766,"HO1093_PS,HO1191_PG,HO1663_XX",3,"PG+PS, PG+XX"
chr1,56476890,56478118,"HO1099_PS,HO1195_PG,HO1668_XX",3,"PG+PS, PG+XX"
chr1,58248668,58250712,"HO1105_PS,HO1206_PG,HO1680_XX",3,"PG+PS, PG+XX"
chr1,58548853,58550155,"HO1108_PS,HO1208_PG,HO1682_XX",3,"PG+PS, PG+XX"
chr1,59146417,59147609,"HO1118_PS,HO1217_PG,HO1693_XX",3,"PG+PS, PG+XX"
chr1,59759069,59759803,"HO1124_PS,HO1221_PG,HO1700_XX",3,"PG+PS, PG+XX"
chr1,59926250,59927373,"HO1126_PS,HO1223_PG,HO1702_XX",3,"PG+PS, PG+XX"
chr1,61183183,61185005,"HO1138_PS,HO1235_PG,HO1719_XX",3,"PG+PS, PG+XX"
chr1,61337117,61338815,"HO1139_PS,HO1237_PG,HO1720_XX",3,"PG+PS, PG+XX"
chr1,61951619,61952941,"HO1144_PS,HO1241_PG,HO1725_XX",3,"PG+PS, PG+XX"
chr1,63073420,63074694,"HO1150_PS,HO1250_PG,HO1738_XX",3,"PG+PS, PG+XX"
chr1,63316543,63317801,"HO1153_PS,HO1251_PG,HO1739_XX",3,"PG+PS, PG+XX"
chr1,63322116,63324260,"HO1154_PS,HO1252_PG,HO1740_XX",3,"PG+PS, PG+XX"
chr1,65687323,65688540,"HO1173_PS,HO1275_PG,HO1773_XX",3,"PG+PS, PG+XX"
chr1,66271035,66272229,"HO1174_PS,HO1277_PG,HO1775_XX",3,"PG+PS, PG+XX"
chr1,66331369,66332809,"HO1175_PS,HO1278_PG,HO1776_XX",3,"PG+PS, PG+XX"
chr1,67141298,67142172,"HO1182_PS,HO1284_PG,HO1784_XX",3,"PG+PS, PG+XX"
chr1,74395280,74397478,"HO1205_PS,HO1313_PG,HO1823_XX",3,"PG+PS, PG+XX"
chr1,77513842,77515920,"HO1216_PS,HO1327_PG,HO1838_XX",3,"PG+PS, PG+XX"
chr1,84944533,84945528,"HO1237_PS,HO1357_PG,HO1883_XX",3,"PG+PS, PG+XX"
chr1,85307653,85308726,"HO1244_PS,HO1366_PG,HO1893_XX",3,"PG+PS, PG+XX"
chr1,87225883,87226893,"HO1255_PS,HO1380_PG,HO1910_XX",3,"PG+PS, PG+XX"
chr1,88461862,88463850,"HO1259_PS,HO1388_PG,HO1920_XX",3,"PG+PS, PG+XX"
chr1,89021272,89023134,"HO1264_PS,HO1393_PG,HO1926_XX",3,"PG+PS, PG+XX"
chr1,89197558,89199428,"HO1266_PS,HO1394_PG,HO1928_XX",3,"PG+PS, PG+XX"
chr1,89219116,89221179,"HO1267_PS,HO1395_PG,HO1929_XX",3,"PG+PS, PG+XX"
chr1,92485084,92487091,"HO1284_PS,HO1429_PG,HO1967_XX",3,"PG+PS, PG+XX"
chr1,92858612,92860022,"HO1289_PS,HO1433_PG,HO1971_XX",3,"PG+PS, PG+XX"
chr1,93584156,93585818,"HO1297_PS,HO1439_PG,HO1978_XX",3,"PG+PS, PG+XX"
chr1,93664291,93665299,"HO1298_PS,HO1441_PG,HO1980_XX",3,"PG+PS, PG+XX"
chr1,93668907,93670570,"HO1299_PS,HO1442_PG,HO1981_XX",3,"PG+PS, PG+XX"
chr1,93707914,93709646,"HO1301_PS,HO1445_PG,HO1984_XX",3,"PG+PS, PG+XX"
chr1,94334172,94336872,"HO1308_PS,HO1462_PG,HO2007_XX",3,"PG+PS, PG+XX"
chr1,94805687,94807284,"HO1313_PS,HO1465_PG,HO2012_XX",3,"PG+PS, PG+XX"
chr1,94854209,94855456,"HO1315_PS,HO1467_PG,HO2014_XX",3,"PG+PS, PG+XX"
chr1,95043180,95043956,"HO1319_PS,HO1470_PG,HO2018_XX",3,"PG+PS, PG+XX"
chr1,98048059,98048759,"HO1327_PS,HO1478_PG,HO2026_XX",3,"PG+PS, PG+XX"
chr1,99645174,99646724,"HO1332_PS,HO1483_PG,HO2031_XX",3,"PG+PS, PG+XX"
chr1,99765953,99766847,"HO1333_PS,HO1484_PG,HO2032_XX",3,"PG+PS, PG+XX"
chr1,99808250,99809420,"HO1334_PS,HO1485_PG,HO2033_XX",3,"PG+PS, PG+XX"
chr1,109262855,109264311,"HO1376_PS,HO1533_PG,HO2086_XX",3,"PG+PS, PG+XX"
chr1,109277211,109277901,"HO1377_PS,HO1534_PG,HO2088_XX",3,"PG+PS, PG+XX"
chr1,109546142,109546935,"HO1391_PS,HO1546_PG,HO2100_XX",3,"PG+PS, PG+XX"
chr1,109773341,109774013,"HO1401_PS,HO1555_PG,HO2112_XX",3,"PG+PS, PG+XX"
chr1,109776452,109777452,"HO1402_PS,HO1556_PG,HO2113_XX",3,"PG+PS, PG+XX"
chr1,110234782,110236676,"HO1412_PS,HO1566_PG,HO2132_XX",3,"PG+PS, PG+XX"
chr1,110390076,110391328,"HO1415_PS,HO1568_PG,HO2136_XX",3,"PG+PS, PG+XX"
chr1,110554917,110556847,"HO1419_PS,HO1572_PG,HO2142_XX",3,"PG+PS, PG+XX"
chr1,110619114,110620251,"HO1421_PS,HO1574_PG,HO2144_XX",3,"PG+PS, PG+XX"
chr1,111203320,111204871,"HO1426_PS,HO1579_PG,HO2149_XX",3,"PG+PS, PG+XX"
chr1,111368851,111370305,"HO1428_PS,HO1581_PG,HO2152_XX",3,"PG+PS, PG+XX"
chr1,112369451,112371548,"HO1435_PS,HO1590_PG,HO2163_XX",3,"PG+PS, PG+XX"
chr1,112390324,112391386,"HO1436_PS,HO1591_PG,HO2164_XX",3,"PG+PS, PG+XX"
chr1,112698264,112699562,"HO1444_PS,HO1601_PG,HO2174_XX",3,"PG+PS, PG+XX"
chr1,112718705,112719036,"HO1449_PS,HO1606_PG,HO2179_XX",3,"PG+PS, PG+XX"
chr1,112997735,112999365,"HO1456_PS,HO1612_PG,HO2187_XX",3,"PG+PS, PG+XX"
chr1,113041604,113043205,"HO1457_PS,HO1613_PG,HO2188_XX",3,"PG+PS, PG+XX"
chr1,113912448,113913577,"HO1463_PS,HO1621_PG,HO2196_XX",3,"PG+PS, PG+XX"
chr1,115771410,115772257,"HO1475_PS,HO1641_PG,HO2222_XX",3,"PG+PS, PG+XX"
chr1,116415230,116416583,"HO1484_PS,HO1650_PG,HO2235_XX",3,"PG+PS, PG+XX"
chr1,116914795,116916511,"HO1493_PS,HO1657_PG,HO2244_XX",3,"PG+PS, PG+XX"
chr1,117178856,117181444,"HO1497_PS,HO1660_PG,HO2248_XX",3,"PG+PS, PG+XX"
chr1,117758377,117759585,"HO1503_PS,HO1665_PG,HO2253_XX",3,"PG+PS, PG+XX"
chr1,118184578,118185785,"HO1505_PS,HO1667_PG,HO2255_XX",3,"PG+PS, PG+XX"
chr1,119007376,119009306,"HO1506_PS,HO1671_PG,HO2262_XX",3,"PG+PS, PG+XX"
chr1,119674746,119676329,"HO1515_PS,HO1680_PG,HO2274_XX",3,"PG+PS, PG+XX"
chr1,120723433,120724773,"HO1521_PS,HO1684_PG,HO2282_XX",3,"PG+PS, PG+XX"
