chromosome,start,end,peaks,peak_count,producer
chr1,157025090,157026343,HO1981_PG,1,only PG
chr1,161532370,161533451,HO2052_PG,1,only PG
chr1,162977774,162978871,HO2067_PG,1,only PG
chr1,164617075,164619687,HO2076_PG,1,only PG
chr1,164636704,164639215,HO2077_PG,1,only PG
chr1,168939140,168940105,HO2119_PG,1,only PG
chr1,169744857,169746074,HO2125_PG,1,only PG
chr1,169998928,170000362,HO2128_PG,1,only PG
chr1,170336211,170337927,HO2130_PG,1,only PG
chr1,172053003,172054761,HO2142_PG,1,only PG
chr1,176775515,176776666,HO2164_PG,1,only PG
chr1,178052383,178053697,HO2175_PG,1,only PG
chr1,179781733,179782429,HO2193_PG,1,only PG
chr1,184910653,184911983,HO2251_PG,1,only PG
chr1,185464215,185465580,HO2256_PG,1,only PG
chr1,193417473,193418894,HO2275_PG,1,only PG
chr1,197384319,197385525,HO2279_PG,1,only PG
chr1,197682481,197684423,HO2282_PG,1,only PG
chr1,198196119,198197002,HO2291_PG,1,only PG
chr1,202131955,202133363,HO2335_PG,1,only PG
chr1,202162564,202163143,HO2339_PG,1,only PG
chr1,205348554,205349865,HO2439_PG,1,only PG
chr1,205565341,205566184,HO2456_PG,1,only PG
chr1,208642626,208643884,HO2504_PG,1,only PG
chr1,209112658,209113875,HO2505_PG,1,only PG
chr1,209844939,209846018,HO2521_PG,1,only PG
chr1,219576688,219577959,HO2580_PG,1,only PG
chr1,221611574,221612851,HO2598_PG,1,only PG
chr1,224210869,224211979,HO2618_PG,1,only PG
chr1,228073408,228074269,HO2677_PG,1,only PG
chr1,230086123,230087748,HO2710_PG,1,only PG
chr1,245548771,245549762,HO2830_PG,1,only PG
chr10,836271,837684,HO2864_PG,1,only PG
chr10,20006934,20008333,HO2988_PG,1,only PG
chr10,28587251,28588656,HO3048_PG,1,only PG
chr10,30396455,30398251,HO3068_PG,1,only PG
chr10,33790167,33791716,HO3086_PG,1,only PG
chr10,44260306,44262221,HO3143_PG,1,only PG
chr10,51161649,51162508,HO3206_PG,1,only PG
chr10,52173427,52174169,HO3208_PG,1,only PG
chr10,53491280,53492459,HO3211_PG,1,only PG
chr10,58023072,58024033,HO3217_PG,1,only PG
chr10,59318245,59319778,HO3223_PG,1,only PG
chr10,59893859,59894657,HO3228_PG,1,only PG
chr10,60398806,60399949,HO3231_PG,1,only PG
chr10,64089088,64090519,HO3260_PG,1,only PG
chr10,65890991,65892797,HO3262_PG,1,only PG
chr10,66940729,66941951,HO3263_PG,1,only PG
chr10,71052966,71054026,HO3322_PG,1,only PG
chr10,72653480,72654337,HO3369_PG,1,only PG
chr10,74901085,74902304,HO3400_PG,1,only PG
chr10,75646075,75647440,HO3416_PG,1,only PG
chr10,79258639,79259380,HO3459_PG,1,only PG
chr10,83074640,83076693,HO3480_PG,1,only PG
chr10,86066561,86067704,HO3487_PG,1,only PG
chr10,87845687,87846470,HO3507_PG,1,only PG
chr10,94035935,94037614,HO3557_PG,1,only PG
chr10,94064718,94066777,HO3558_PG,1,only PG
chr10,100447132,100448246,HO3625_PG,1,only PG
chr10,115648543,115649673,HO3816_PG,1,only PG
chr10,117500957,117501946,HO3838_PG,1,only PG
chr10,117796114,117798155,HO3853_PG,1,only PG
chr10,117804119,117805512,HO3854_PG,1,only PG
chr10,118012841,118013748,HO3855_PG,1,only PG
chr10,118108095,118109655,HO3858_PG,1,only PG
chr10,121444349,121445511,HO3893_PG,1,only PG
chr10,124708078,124709461,HO3929_PG,1,only PG
chr10,131435823,131436965,HO3973_PG,1,only PG
chr10,131934548,131935446,HO3978_PG,1,only PG
chr11,4025051,4026492,HO4149_PG,1,only PG
chr11,4694487,4696011,HO4155_PG,1,only PG
chr11,11730986,11731984,HO4243_PG,1,only PG
chr11,12052478,12053587,HO4247_PG,1,only PG
chr11,16238988,16240383,HO4285_PG,1,only PG
chr11,20010024,20010890,HO4329_PG,1,only PG
chr11,27246597,27248150,HO4351_PG,1,only PG
chr11,32526473,32528099,HO4383_PG,1,only PG
chr11,33713101,33714286,HO4395_PG,1,only PG
chr11,36447036,36448304,HO4419_PG,1,only PG
chr11,40134602,40135403,HO4424_PG,1,only PG
chr11,40138725,40139987,HO4425_PG,1,only PG
chr11,41024544,41025664,HO4428_PG,1,only PG
chr11,41145503,41146893,HO4429_PG,1,only PG
chr11,42007804,42009615,HO4431_PG,1,only PG
chr11,45469870,45471233,HO4468_PG,1,only PG
chr11,45945087,45946195,HO4483_PG,1,only PG
chr11,56055922,56057118,HO4538_PG,1,only PG
chr11,64058161,64058961,HO4711_PG,1,only PG
chr11,69265816,69266587,HO4934_PG,1,only PG
chr11,79082543,79083728,HO5090_PG,1,only PG
chr11,79852015,79853801,HO5093_PG,1,only PG
chr11,88250336,88251703,HO5126_PG,1,only PG
chr11,91931429,91932882,HO5135_PG,1,only PG
chr11,92494764,92495797,HO5137_PG,1,only PG
chr11,92804038,92805099,HO5138_PG,1,only PG
chr11,95644483,95645753,HO5167_PG,1,only PG
chr11,98379607,98380617,HO5179_PG,1,only PG
chr11,113193497,113194666,HO5260_PG,1,only PG
chr11,114243517,114245334,HO5274_PG,1,only PG
chr11,115695183,115697225,HO5283_PG,1,only PG
chr11,116096033,116097263,HO5285_PG,1,only PG
chr11,116111765,116112646,HO5286_PG,1,only PG
chr11,117042160,117043336,HO5299_PG,1,only PG
chr11,117099624,117100108,HO5301_PG,1,only PG
chr11,121389359,121390285,HO5403_PG,1,only PG
chr11,125275735,125276979,HO5470_PG,1,only PG
chr11,125398395,125400045,HO5477_PG,1,only PG
chr11,126628231,126629640,HO5515_PG,1,only PG
chr11,130653425,130654674,HO5545_PG,1,only PG
chr11,131246039,131246942,HO5550_PG,1,only PG
chr12,3646503,3647318,HO5634_PG,1,only PG
chr12,24229063,24230713,HO5825_PG,1,only PG
chr12,25691576,25692829,HO5835_PG,1,only PG
chr12,26827495,26828501,HO5843_PG,1,only PG
chr12,27192731,27194311,HO5849_PG,1,only PG
chr12,31868733,31869656,HO5883_PG,1,only PG
chr12,39057892,39059407,HO5904_PG,1,only PG
chr12,41476223,41477504,HO5913_PG,1,only PG
chr12,42281261,42283201,HO5918_PG,1,only PG
chr12,47165558,47166603,HO5947_PG,1,only PG
chr12,54543188,54544037,HO6189_PG,1,only PG
chr12,67671125,67672261,HO6349_PG,1,only PG
chr12,67981243,67982503,HO6351_PG,1,only PG
chr12,68336381,68337341,HO6353_PG,1,only PG
chr12,68538370,68539742,HO6355_PG,1,only PG
chr12,69607963,69609281,HO6368_PG,1,only PG
chr12,75650600,75652189,HO6384_PG,1,only PG
chr12,75709059,75710016,HO6385_PG,1,only PG
chr12,86144859,86145803,HO6411_PG,1,only PG
chr12,87845535,87846676,HO6413_PG,1,only PG
chr12,89037958,89038998,HO6419_PG,1,only PG
chr12,100436836,100437993,HO6486_PG,1,only PG
chr12,100448294,100449059,HO6487_PG,1,only PG
chr12,100665984,100666904,HO6492_PG,1,only PG
chr12,100962008,100962796,HO6494_PG,1,only PG
chr12,107649167,107650250,HO6546_PG,1,only PG
chr12,108964061,108964803,HO6561_PG,1,only PG
chr12,110563411,110564737,HO6595_PG,1,only PG
chr12,117187266,117187825,HO6678_PG,1,only PG
chr12,123485333,123486216,HO6797_PG,1,only PG
chr12,124694302,124695536,HO6833_PG,1,only PG
chr12,131509339,131510240,HO6878_PG,1,only PG
chr13,21147493,21148907,HO6944_PG,1,only PG
chr13,33648782,33650136,HO7054_PG,1,only PG
chr13,41700556,41701483,HO7094_PG,1,only PG
chr13,43766733,43768037,HO7105_PG,1,only PG
chr13,51291234,51292832,HO7175_PG,1,only PG
chr13,65592643,65595149,HO7206_PG,1,only PG
chr13,71241480,71242757,HO7211_PG,1,only PG
chr13,75197455,75198575,HO7226_PG,1,only PG
chr13,77138517,77139526,HO7238_PG,1,only PG
chr13,80040032,80041539,HO7254_PG,1,only PG
chr13,94478766,94480072,HO7269_PG,1,only PG
chr13,100694339,100695379,HO7322_PG,1,only PG
chr13,102913625,102915268,HO7331_PG,1,only PG
chr13,106570244,106570859,HO7339_PG,1,only PG
chr14,22966100,22967170,HO7479_PG,1,only PG
chr14,25986652,25987875,HO7551_PG,1,only PG
chr14,27049184,27050618,HO7554_PG,1,only PG
chr14,49946255,49947160,HO7641_PG,1,only PG
chr14,50388149,50389172,HO7648_PG,1,only PG
chr14,53629965,53631216,HO7676_PG,1,only PG
chr14,54343189,54344815,HO7684_PG,1,only PG
chr14,54348976,54350732,HO7685_PG,1,only PG
chr14,55200267,55201736,HO7704_PG,1,only PG
chr14,63890419,63892378,HO7775_PG,1,only PG
chr14,69149609,69150301,HO7842_PG,1,only PG
chr14,69687310,69688054,HO7854_PG,1,only PG
chr14,76047102,76048474,HO7965_PG,1,only PG
chr14,77730872,77731578,HO8006_PG,1,only PG
chr14,77984850,77985698,HO8011_PG,1,only PG
chr14,84436155,84437551,HO8021_PG,1,only PG
chr14,86520642,86522248,HO8026_PG,1,only PG
chr14,87505208,87506160,HO8028_PG,1,only PG
chr14,87893428,87894506,HO8030_PG,1,only PG
chr14,97848015,97849110,HO8139_PG,1,only PG
chr14,104156875,104157851,HO8273_PG,1,only PG
chr15,26628642,26629688,HO8357_PG,1,only PG
chr15,28051662,28052723,HO8365_PG,1,only PG
chr15,35957294,35958494,HO8419_PG,1,only PG
chr15,44082107,44083188,HO8548_PG,1,only PG
chr15,44263751,44264911,HO8550_PG,1,only PG
chr15,46079573,46080916,HO8584_PG,1,only PG
chr15,46556050,46557516,HO8585_PG,1,only PG
chr15,52393972,52394806,HO8624_PG,1,only PG
chr15,57720198,57721842,HO8654_PG,1,only PG
chr15,66145012,66146261,HO8760_PG,1,only PG
chr15,66151669,66152221,HO8761_PG,1,only PG
chr15,69909641,69910547,HO8829_PG,1,only PG
chr15,70713710,70714867,HO8845_PG,1,only PG
chr15,71143303,71144189,HO8851_PG,1,only PG
chr15,74816065,74817722,HO8914_PG,1,only PG
chr15,77640962,77642431,HO8976_PG,1,only PG
chr15,91318402,91319757,HO9141_PG,1,only PG
chr15,92145108,92147547,HO9145_PG,1,only PG
chr15,94074828,94075980,HO9160_PG,1,only PG
chr16,6618381,6619701,HO9484_PG,1,only PG
chr16,6628965,6630194,HO9485_PG,1,only PG
chr16,9308025,9309450,HO9499_PG,1,only PG
chr16,9826269,9827611,HO9502_PG,1,only PG
chr16,13923797,13924292,HO9538_PG,1,only PG
chr16,23079229,23080245,HO9615_PG,1,only PG
chr16,24208299,24209172,HO9628_PG,1,only PG
chr16,28280702,28281730,HO9655_PG,1,only PG
chr16,52191269,52192560,HO9826_PG,1,only PG
chr16,52435348,52437687,HO9829_PG,1,only PG
chr16,52825719,52826716,HO9832_PG,1,only PG
chr16,53792141,53793141,HO9842_PG,1,only PG
chr16,54207815,54208792,HO9846_PG,1,only PG
chr16,54215961,54217177,HO9847_PG,1,only PG
chr16,54416937,54418228,HO9850_PG,1,only PG
chr16,54590913,54592248,HO9851_PG,1,only PG
chr16,54631825,54633026,HO9853_PG,1,only PG
chr16,56621134,56621690,HO9878_PG,1,only PG
chr16,58816475,58817711,HO9939_PG,1,only PG
chr16,58828336,58829741,HO9940_PG,1,only PG
chr16,76344930,76346066,HO10155_PG,1,only PG
chr16,76526694,76527568,HO10156_PG,1,only PG
chr17,9446109,9447219,HO10667_PG,1,only PG
chr17,15494600,15496242,HO10702_PG,1,only PG
chr17,18681792,18682793,HO10777_PG,1,only PG
chr17,28667800,28669030,HO10859_PG,1,only PG
chr17,29653872,29654966,HO10895_PG,1,only PG
chr17,32298488,32300086,HO10933_PG,1,only PG
chr17,32323610,32324712,HO10935_PG,1,only PG
chr17,43722657,43723510,HO11211_PG,1,only PG
chr17,47967126,47967987,HO11338_PG,1,only PG
chr17,47992786,47993711,HO11340_PG,1,only PG
chr17,51354324,51356054,HO11448_PG,1,only PG
chr17,55209898,55211238,HO11451_PG,1,only PG
chr17,55273334,55274335,HO11454_PG,1,only PG
chr17,55563637,55564581,HO11456_PG,1,only PG
chr17,61288929,61290754,HO11547_PG,1,only PG
chr17,61322189,61324206,HO11549_PG,1,only PG
chr17,68484444,68485886,HO11651_PG,1,only PG
chr17,74805068,74805862,HO11715_PG,1,only PG
chr17,74811967,74813523,HO11717_PG,1,only PG
chr17,80958777,80960163,HO11953_PG,1,only PG
chr17,83053060,83053799,HO12071_PG,1,only PG
chr18,2857311,2858225,HO12093_PG,1,only PG
chr18,3691752,3692951,HO12117_PG,1,only PG
chr18,7592276,7593916,HO12139_PG,1,only PG
chr18,22252797,22254348,HO12213_PG,1,only PG
chr18,22709456,22710319,HO12218_PG,1,only PG
chr18,22712824,22713881,HO12219_PG,1,only PG
chr18,22798658,22799730,HO12220_PG,1,only PG
chr18,24655858,24657759,HO12239_PG,1,only PG
chr18,26746356,26748254,HO12247_PG,1,only PG
chr18,33676169,33677219,HO12266_PG,1,only PG
chr18,35050026,35051363,HO12276_PG,1,only PG
chr18,36564390,36565567,HO12292_PG,1,only PG
chr18,42131028,42132131,HO12302_PG,1,only PG
chr18,42889943,42891290,HO12303_PG,1,only PG
chr18,44050751,44051600,HO12305_PG,1,only PG
chr18,44064960,44065720,HO12306_PG,1,only PG
chr18,44792276,44794112,HO12309_PG,1,only PG
chr18,45569057,45570274,HO12311_PG,1,only PG
chr18,45669883,45670849,HO12312_PG,1,only PG
chr18,51987297,51988709,HO12393_PG,1,only PG
chr18,55096981,55098244,HO12401_PG,1,only PG
chr18,55116846,55118162,HO12402_PG,1,only PG
chr18,58805011,58806255,HO12427_PG,1,only PG
chr18,62784364,62785463,HO12459_PG,1,only PG
chr18,64919739,64920606,HO12473_PG,1,only PG
chr18,65906134,65907584,HO12476_PG,1,only PG
chr18,66549953,66550862,HO12477_PG,1,only PG
chr18,69375939,69377185,HO12484_PG,1,only PG
chr18,69658784,69659750,HO12486_PG,1,only PG
chr19,11063067,11063958,HO13014_PG,1,only PG
chr19,18456771,18458113,HO13302_PG,1,only PG
chr19,20208647,20209578,HO13372_PG,1,only PG
chr19,20503023,20504060,HO13376_PG,1,only PG
chr19,27983808,27985267,HO13424_PG,1,only PG
chr19,31545590,31546706,HO13461_PG,1,only PG
chr19,31553279,31554714,HO13462_PG,1,only PG
chr19,31612870,31614317,HO13463_PG,1,only PG
chr19,36169073,36169933,HO13559_PG,1,only PG
chr19,48815966,48816383,HO14016_PG,1,only PG
chr19,49414811,49416068,HO14045_PG,1,only PG
chr19,49952312,49953053,HO14088_PG,1,only PG
chr19,50817788,50818749,HO14125_PG,1,only PG
chr19,51101060,51101977,HO14131_PG,1,only PG
chr2,85678,87220,HO14370_PG,1,only PG
chr2,3773599,3774709,HO14404_PG,1,only PG
chr2,5074250,5075537,HO14405_PG,1,only PG
chr2,9966796,9968105,HO14452_PG,1,only PG
chr2,10360543,10361651,HO14463_PG,1,only PG
chr2,14016326,14017126,HO14504_PG,1,only PG
chr2,14292340,14294206,HO14505_PG,1,only PG
chr2,16406192,16407858,HO14520_PG,1,only PG
chr2,16425219,16426150,HO14521_PG,1,only PG
chr2,16500897,16502064,HO14522_PG,1,only PG
chr2,20282654,20284482,HO14552_PG,1,only PG
chr2,24191098,24192484,HO14575_PG,1,only PG
chr2,30334509,30335722,HO14685_PG,1,only PG
chr2,32715164,32716226,HO14699_PG,1,only PG
chr2,33276729,33277567,HO14701_PG,1,only PG
chr2,40374598,40375917,HO14737_PG,1,only PG
chr2,42906248,42907427,HO14754_PG,1,only PG
chr2,46090600,46091594,HO14787_PG,1,only PG
chr2,50397731,50398982,HO14829_PG,1,only PG
chr2,54205958,54206906,HO14837_PG,1,only PG
chr2,56248844,56250162,HO14859_PG,1,only PG
chr2,62207738,62209043,HO14886_PG,1,only PG
chr2,62662344,62665088,HO14891_PG,1,only PG
chr2,67205220,67206133,HO14930_PG,1,only PG
chr2,67235494,67236701,HO14931_PG,1,only PG
chr2,72271270,72272746,HO14998_PG,1,only PG
chr2,72985569,72986502,HO15007_PG,1,only PG
chr2,75019464,75022013,HO15057_PG,1,only PG
chr2,85050402,85051472,HO15077_PG,1,only PG
chr2,99467849,99469074,HO15209_PG,1,only PG
chr2,113354710,113356493,HO15318_PG,1,only PG
chr2,115773613,115774845,HO15334_PG,1,only PG
chr2,120797071,120798286,HO15373_PG,1,only PG
chr2,121260348,121261438,HO15381_PG,1,only PG
chr2,134201383,134202059,HO15469_PG,1,only PG
chr2,139513937,139515959,HO15487_PG,1,only PG
chr2,145086609,145087351,HO15498_PG,1,only PG
chr2,146315273,146316282,HO15499_PG,1,only PG
chr2,160316973,160318563,HO15552_PG,1,only PG
chr2,163492680,163494200,HO15567_PG,1,only PG
chr2,169460935,169462026,HO15591_PG,1,only PG
chr2,175402296,175403381,HO15656_PG,1,only PG
chr2,176703645,176705094,HO15688_PG,1,only PG
chr2,176709160,176710530,HO15689_PG,1,only PG
chr2,176811817,176812795,HO15690_PG,1,only PG
chr2,178008261,178009573,HO15700_PG,1,only PG
chr2,195687158,195688133,HO15764_PG,1,only PG
chr2,198172817,198174191,HO15779_PG,1,only PG
chr2,201937384,201938392,HO15810_PG,1,only PG
chr2,204355952,204357913,HO15827_PG,1,only PG
chr2,206786633,206788355,HO15839_PG,1,only PG
chr2,206935694,206937479,HO15840_PG,1,only PG
chr2,209518731,209520105,HO15861_PG,1,only PG
chr2,210531693,210532881,HO15869_PG,1,only PG
chr2,211533750,211535089,HO15870_PG,1,only PG
chr2,211925461,211926686,HO15872_PG,1,only PG
chr2,214822693,214824457,HO15879_PG,1,only PG
chr2,219525598,219526263,HO15983_PG,1,only PG
chr2,219727808,219729808,HO15994_PG,1,only PG
chr2,220508717,220510323,HO15995_PG,1,only PG
chr2,223814872,223816707,HO16012_PG,1,only PG
chr2,226011575,226012490,HO16021_PG,1,only PG
chr2,226446181,226447230,HO16023_PG,1,only PG
chr2,232519448,232520251,HO16091_PG,1,only PG
chr2,232833319,232834357,HO16099_PG,1,only PG
chr2,235858607,235860681,HO16132_PG,1,only PG
chr2,236054128,236056590,HO16133_PG,1,only PG
chr20,8423144,8425498,HO16365_PG,1,only PG
chr20,8523528,8525648,HO16367_PG,1,only PG
chr20,12236152,12238381,HO16382_PG,1,only PG
chr20,32749517,32750508,HO16535_PG,1,only PG
chr20,36490077,36490756,HO16615_PG,1,only PG
chr21,15003244,15003870,HO17018_PG,1,only PG
chr21,24938571,24939834,HO17036_PG,1,only PG
chr21,28256184,28257727,HO17047_PG,1,only PG
chr21,31151335,31152602,HO17059_PG,1,only PG
chr21,43754463,43755734,HO17207_PG,1,only PG
chr22,26804593,26805485,HO17456_PG,1,only PG
chr22,27247402,27248440,HO17462_PG,1,only PG
chr22,29431732,29432694,HO17501_PG,1,only PG
chr22,34782824,34784627,HO17577_PG,1,only PG
chr22,42399250,42400025,HO17812_PG,1,only PG
chr22,44316586,44317557,HO17857_PG,1,only PG
chr22,48185485,48187437,HO17936_PG,1,only PG
chr3,2741029,2742500,HO17997_PG,1,only PG
chr3,7173349,7175103,HO18016_PG,1,only PG
chr3,10356233,10357198,HO18061_PG,1,only PG
chr3,15367949,15369130,HO18141_PG,1,only PG
chr3,15477486,15479067,HO18144_PG,1,only PG
chr3,15526893,15527635,HO18145_PG,1,only PG
chr3,21229159,21230807,HO18167_PG,1,only PG
chr3,21241078,21242682,HO18168_PG,1,only PG
chr3,29582067,29582849,HO18203_PG,1,only PG
chr3,40593086,40593958,HO18286_PG,1,only PG
chr3,40689867,40691861,HO18287_PG,1,only PG
chr3,42605449,42606201,HO18300_PG,1,only PG
chr3,44065177,44066126,HO18320_PG,1,only PG
chr3,52040971,52041756,HO18506_PG,1,only PG
chr3,55127818,55129090,HO18547_PG,1,only PG
chr3,55758344,55760232,HO18559_PG,1,only PG
chr3,56976352,56977630,HO18566_PG,1,only PG
chr3,58483952,58485359,HO18592_PG,1,only PG
chr3,61592985,61595548,HO18613_PG,1,only PG
chr3,65447652,65448974,HO18626_PG,1,only PG
chr3,70075918,70077114,HO18654_PG,1,only PG
chr3,70821995,70823300,HO18655_PG,1,only PG
chr3,71050308,71051482,HO18656_PG,1,only PG
chr3,73455702,73456422,HO18684_PG,1,only PG
chr3,76880169,76881493,HO18702_PG,1,only PG
chr3,76912521,76913458,HO18703_PG,1,only PG
chr3,78756974,78758169,HO18705_PG,1,only PG
chr3,80556009,80557335,HO18709_PG,1,only PG
chr3,95210863,95211686,HO18730_PG,1,only PG
chr3,98906115,98906664,HO18740_PG,1,only PG
chr3,99832662,99834499,HO18743_PG,1,only PG
chr3,99910811,99911908,HO18745_PG,1,only PG
chr3,108528272,108529348,HO18783_PG,1,only PG
chr3,109596779,109598152,HO18785_PG,1,only PG
chr3,115387771,115389130,HO18825_PG,1,only PG
chr3,116129166,116130375,HO18830_PG,1,only PG
chr3,117473149,117474628,HO18836_PG,1,only PG
chr3,119023453,119024579,HO18844_PG,1,only PG
chr3,124555684,124556400,HO18897_PG,1,only PG
chr3,128985342,128986548,HO18974_PG,1,only PG
chr3,132284110,132286366,HO19015_PG,1,only PG
chr3,133476629,133477547,HO19026_PG,1,only PG
chr3,135641390,135642515,HO19046_PG,1,only PG
chr3,135738993,135740490,HO19047_PG,1,only PG
chr3,141626463,141627542,HO19096_PG,1,only PG
chr3,143757565,143758865,HO19115_PG,1,only PG
chr3,148553640,148555240,HO19122_PG,1,only PG
chr3,157718260,157719362,HO19172_PG,1,only PG
chr3,157855559,157857913,HO19173_PG,1,only PG
chr3,157920173,157922137,HO19174_PG,1,only PG
chr3,171320604,171322155,HO19226_PG,1,only PG
chr3,175648509,175649737,HO19240_PG,1,only PG
chr3,177430866,177432273,HO19244_PG,1,only PG
chr3,185749059,185749959,HO19339_PG,1,only PG
chr3,188396340,188397692,HO19378_PG,1,only PG
chr3,192830019,192830904,HO19389_PG,1,only PG
chr3,192901379,192902842,HO19392_PG,1,only PG
chr4,5524389,5526348,HO19612_PG,1,only PG
chr4,18010906,18013248,HO19735_PG,1,only PG
chr4,21001112,21002595,"HO12845_XY,HO19741_PG",2,"only PG, only XY"
chr4,23082972,23084286,HO19744_PG,1,only PG
chr4,25540416,25541601,HO19760_PG,1,only PG
chr4,28523198,28524344,HO19773_PG,1,only PG
chr4,43180259,43181627,HO19833_PG,1,only PG
chr4,55161112,55162042,HO19886_PG,1,only PG
chr4,56550429,56551572,HO19903_PG,1,only PG
chr4,56870585,56871917,HO19910_PG,1,only PG
chr4,57190406,57191163,HO19918_PG,1,only PG
chr4,60649339,60650522,HO19923_PG,1,only PG
chr4,65416448,65417395,HO19928_PG,1,only PG
chr4,67365404,67366977,HO19933_PG,1,only PG
chr4,67803877,67805232,HO19937_PG,1,only PG
chr4,73589274,73590931,HO19954_PG,1,only PG
chr4,78432451,78433702,HO19998_PG,1,only PG
chr4,85675121,85677884,HO20043_PG,1,only PG
chr4,87257298,87258283,HO20054_PG,1,only PG
chr4,94995496,94996467,HO20081_PG,1,only PG
chr4,108319408,108320612,HO20142_PG,1,only PG
chr4,111773385,111774430,HO20165_PG,1,only PG
chr4,114879309,114880279,HO20179_PG,1,only PG
chr4,120318176,120319423,HO20197_PG,1,only PG
chr4,121373897,121375542,HO20200_PG,1,only PG
chr4,122631937,122633740,HO20211_PG,1,only PG
chr4,124930519,124931763,HO20220_PG,1,only PG
chr4,125104115,125105820,HO20221_PG,1,only PG
chr4,125305579,125306844,HO20222_PG,1,only PG
chr4,128862615,128863804,HO20238_PG,1,only PG
chr4,135548481,135549653,HO20244_PG,1,only PG
chr4,144381018,144382471,HO20296_PG,1,only PG
chr4,147968808,147970589,HO20314_PG,1,only PG
chr4,148565589,148566646,HO20317_PG,1,only PG
chr4,150817561,150818659,HO20323_PG,1,only PG
chr4,151540657,151542133,HO20328_PG,1,only PG
chr4,153741914,153743241,HO20350_PG,1,only PG
chr4,154164903,154165868,HO20355_PG,1,only PG
chr4,155889070,155890238,HO20368_PG,1,only PG
chr4,161185783,161187111,HO20386_PG,1,only PG
chr4,187357345,187358501,HO20509_PG,1,only PG
chr5,7376990,7378514,HO20583_PG,1,only PG
chr5,15653513,15654731,HO20616_PG,1,only PG
chr5,23457100,23458578,HO20631_PG,1,only PG
chr5,33275855,33277807,HO20651_PG,1,only PG
chr5,42119225,42120307,HO20699_PG,1,only PG
chr5,51279894,51281172,HO20725_PG,1,only PG
chr5,52863610,52865303,HO20731_PG,1,only PG
chr5,55554345,55555652,HO20751_PG,1,only PG
chr5,56614778,56617133,HO20759_PG,1,only PG
chr5,57709685,57710721,HO20767_PG,1,only PG
chr5,58369330,58370200,HO20770_PG,1,only PG
chr5,59542732,59544275,HO20779_PG,1,only PG
chr5,61585849,61587368,HO20789_PG,1,only PG
chr5,65119542,65121254,HO20805_PG,1,only PG
chr5,83036661,83037999,HO20937_PG,1,only PG
chr5,94209586,94211010,HO20971_PG,1,only PG
chr5,99369474,99371002,HO20993_PG,1,only PG
chr5,104052500,104053635,HO21003_PG,1,only PG
chr5,109301676,109302818,HO21013_PG,1,only PG
chr5,111453319,111455201,HO21022_PG,1,only PG
chr5,111561672,111563855,HO21024_PG,1,only PG
chr5,112014124,112015455,HO21028_PG,1,only PG
chr5,113892226,113893525,HO21042_PG,1,only PG
chr5,116734133,116735533,HO21063_PG,1,only PG
chr5,118904721,118906148,HO21065_PG,1,only PG
chr5,119708426,119710280,HO21073_PG,1,only PG
chr5,123813815,123815310,HO21087_PG,1,only PG
chr5,125004465,125006471,HO21095_PG,1,only PG
chr5,126952869,126954500,HO21105_PG,1,only PG
chr5,127659770,127660787,HO21112_PG,1,only PG
chr5,127665495,127666744,HO21113_PG,1,only PG
