chromosome,start,end,peaks,peak_count,producer
chr1,31923627,31924639,HO674_PS,1,only PS
chr1,31954378,31955633,"HO1076_XX,HO678_PS",2,"only XX, only PS"
chr1,32202380,32202759,HO686_PS,1,only PS
chr1,32235557,32236480,HO691_PS,1,only PS
chr1,32337951,32338658,HO695_PS,1,only PS
chr1,32447643,32449360,"HO1104_XX,HO701_PS",2,"only XX, only PS"
chr1,32876163,32876969,HO715_PS,1,only PS
chr1,32960188,32960755,HO719_PS,1,only PS
chr1,33054856,33056004,"HO1133_XX,HO723_PS",2,"only XX, only PS"
chr1,33133109,33134141,HO726_PS,1,only PS
chr1,33338030,33339684,"HO1140_XX,HO731_PS",2,"only XX, only PS"
chr1,33514848,33516233,"HO1147_XX,HO736_PS",2,"only XX, only PS"
chr1,33655212,33655915,HO737_PS,1,only PS
chr1,35844381,35846317,HO754_PS,1,only PS
chr1,36093684,36094378,HO759_PS,1,only PS
chr1,36098984,36100265,"HO1191_XX,HO760_PS",2,"only XX, only PS"
chr1,36199858,36200670,HO768_PS,1,only PS
chr1,36278945,36280726,"HO1202_XX,HO771_PS",2,"only XX, only PS"
chr1,36285090,36285797,HO772_PS,1,only PS
chr1,36373428,36374966,"HO1207_XX,HO777_PS",2,"only XX, only PS"
chr1,36420448,36421181,HO780_PS,1,only PS
chr1,36589647,36591210,HO783_PS,1,only PS
chr1,37294023,37295551,"HO1220_XX,HO786_PS",2,"only XX, only PS"
chr1,37307706,37309123,HO787_PS,1,only PS
chr1,37337955,37339185,HO788_PS,1,only PS
chr1,37725781,37727025,HO797_PS,1,only PS
chr1,37756038,37756827,HO799_PS,1,only PS
chr1,39397982,39399278,"HO1275_XX,HO823_PS",2,"only XX, only PS"
chr1,39410865,39411196,"HO1277_XX,HO825_PS",2,"only XX, only PS"
chr1,39624219,39626463,HO829_PS,1,only PS
chr1,39952149,39953116,HO841_PS,1,only PS
chr1,39957262,39958001,"HO1298_XX,HO843_PS",2,"only XX, only PS"
chr1,40421230,40422377,HO851_PS,1,only PS
chr1,40863524,40864328,HO865_PS,1,only PS
chr1,40919260,40920058,HO866_PS,1,only PS
chr1,41874280,41875806,"HO1353_XX,HO882_PS",2,"only XX, only PS"
chr1,43381404,43383068,HO903_PS,1,only PS
chr1,43527009,43527430,HO906_PS,1,only PS
chr1,43541711,43542428,HO908_PS,1,only PS
chr1,43548224,43548734,HO909_PS,1,only PS
chr1,43568692,43569498,HO913_PS,1,only PS
chr1,43608347,43609502,HO914_PS,1,only PS
chr1,44652189,44653218,"HO1430_XX,HO933_PS",2,"only XX, only PS"
chr1,44847659,44849694,"HO1444_XX,HO945_PS",2,"only XX, only PS"
chr1,45038256,45039380,HO950_PS,1,only PS
chr1,45828541,45829276,HO967_PS,1,only PS
chr1,46179248,46180038,"HO1474_XX,HO970_PS",2,"only XX, only PS"
chr1,46182955,46183879,"HO1475_XX,HO971_PS",2,"only XX, only PS"
chr1,46194476,46195369,HO972_PS,1,only PS
chr1,46401732,46402589,"HO1483_XX,HO980_PS",2,"only XX, only PS"
chr1,46519890,46520881,"HO1492_XX,HO985_PS",2,"only XX, only PS"
chr1,46522129,46523198,"HO1493_XX,HO986_PS",2,"only XX, only PS"
chr1,46623329,46624695,HO992_PS,1,only PS
chr1,47415800,47417437,"HO1517_XX,HO998_PS",2,"only XX, only PS"
chr1,47577596,47579298,"HO1004_PS,HO1525_XX",2,"only XX, only PS"
chr1,48114632,48116537,HO1009_PS,1,only PS
chr1,48215405,48216978,HO1010_PS,1,only PS
chr1,48493845,48494800,"HO1012_PS,HO1540_XX",2,"only XX, only PS"
chr1,51325666,51327076,"HO1021_PS,HO1557_XX",2,"only XX, only PS"
chr1,51563793,51564558,HO1024_PS,1,only PS
chr1,51583203,51584397,HO1025_PS,1,only PS
chr1,51784853,51785603,HO1028_PS,1,only PS
chr1,52112051,52113080,HO1034_PS,1,only PS
chr1,52350614,52351525,HO1036_PS,1,only PS
chr1,52751269,52752686,"HO1046_PS,HO1584_XX",2,"only XX, only PS"
chr1,53249111,53250256,HO1055_PS,1,only PS
chr1,53469934,53470876,"HO1058_PS,HO1606_XX",2,"only XX, only PS"
chr1,54224983,54225990,HO1067_PS,1,only PS
chr1,54314653,54315431,HO1069_PS,1,only PS
chr1,54323995,54325463,"HO1070_PS,HO1629_XX",2,"only XX, only PS"
chr1,54332448,54333370,"HO1071_PS,HO1630_XX",2,"only XX, only PS"
chr1,54354537,54355294,HO1073_PS,1,only PS
chr1,54857733,54858481,HO1084_PS,1,only PS
chr1,54989221,54989877,HO1089_PS,1,only PS
chr1,55104342,55105355,HO1094_PS,1,only PS
chr1,55580408,55581404,HO1096_PS,1,only PS
chr1,56062438,56063830,HO1097_PS,1,only PS
chr1,56436357,56437626,HO1098_PS,1,only PS
chr1,56505763,56507282,HO1100_PS,1,only PS
chr1,57660216,57661390,HO1104_PS,1,only PS
chr1,58430124,58431023,HO1106_PS,1,only PS
chr1,58874219,58875652,"HO1115_PS,HO1689_XX",2,"only XX, only PS"
chr1,58898775,58899511,HO1116_PS,1,only PS
chr1,59354425,59355768,HO1120_PS,1,only PS
chr1,59498422,59500452,"HO1122_PS,HO1698_XX",2,"only XX, only PS"
chr1,59731820,59734097,HO1123_PS,1,only PS
chr1,60612482,60613593,HO1127_PS,1,only PS
chr1,60832719,60833847,HO1128_PS,1,only PS
chr1,60969867,60971366,HO1129_PS,1,only PS
chr1,61053665,61054205,HO1132_PS,1,only PS
chr1,61620149,61621028,HO1141_PS,1,only PS
chr1,62689615,62690899,"HO1148_PS,HO1736_XX",2,"only XX, only PS"
chr1,63124106,63125199,HO1151_PS,1,only PS
chr1,63158507,63159674,HO1152_PS,1,only PS
chr1,66542748,66543875,HO1177_PS,1,only PS
chr1,66751780,66753004,HO1178_PS,1,only PS
chr1,67147561,67149519,"HO1183_PS,HO1785_XX",2,"only XX, only PS"
chr1,67500290,67500855,"HO1185_PS,HO1789_XX",2,"only XX, only PS"
chr1,67820562,67821628,HO1187_PS,1,only PS
chr1,68328876,68330202,"HO1192_PS,HO1807_XX",2,"only XX, only PS"
chr1,71985640,71987645,HO1202_PS,1,only PS
chr1,74430332,74431014,HO1206_PS,1,only PS
chr1,76153877,76155296,"HO1212_PS,HO1833_XX",2,"only XX, only PS"
chr1,83860247,83861261,"HO1227_PS,HO1866_XX",2,"only XX, only PS"
chr1,92773911,92775086,HO1285_PS,1,only PS
chr1,92804349,92805180,HO1287_PS,1,only PS
chr1,93093266,93095081,HO1292_PS,1,only PS
chr1,93552355,93553508,"HO1296_PS,HO1977_XX",2,"only XX, only PS"
chr1,93721711,93723467,HO1302_PS,1,only PS
chr1,94734556,94736084,"HO1311_PS,HO2011_XX",2,"only XX, only PS"
chr1,94803478,94804088,HO1312_PS,1,only PS
chr1,94872725,94874197,HO1316_PS,1,only PS
chr1,95041395,95042756,HO1318_PS,1,only PS
chr1,95227032,95228025,HO1322_PS,1,only PS
chr1,97636122,97637266,HO1325_PS,1,only PS
chr1,100458783,100459850,HO1342_PS,1,only PS
chr1,105137272,105138945,HO1351_PS,1,only PS
chr1,105469941,105471231,HO1352_PS,1,only PS
chr1,107690241,107691019,HO1355_PS,1,only PS
chr1,108570650,108571833,HO1359_PS,1,only PS
chr1,108990160,108991381,HO1365_PS,1,only PS
chr1,109156481,109157266,HO1372_PS,1,only PS
chr1,109298417,109300157,HO1379_PS,1,only PS
chr1,109464597,109465267,HO1382_PS,1,only PS
chr1,109490629,109491571,HO1385_PS,1,only PS
chr1,109535847,109536599,HO1390_PS,1,only PS
chr1,109643100,109644270,"HO1394_PS,HO2104_XX",2,"only XX, only PS"
chr1,109644585,109645102,HO1395_PS,1,only PS
chr1,109648695,109649931,"HO1396_PS,HO2105_XX",2,"only XX, only PS"
chr1,109756026,109757419,HO1400_PS,1,only PS
chr1,109930911,109931511,HO1405_PS,1,only PS
chr1,110105587,110106652,"HO1409_PS,HO2124_XX",2,"only XX, only PS"
chr1,110114425,110115283,HO1410_PS,1,only PS
chr1,110312275,110313038,"HO1413_PS,HO2134_XX",2,"only XX, only PS"
chr1,110460082,110460714,HO1418_PS,1,only PS
chr1,110893746,110895036,HO1423_PS,1,only PS
chr1,112803807,112804525,"HO1452_PS,HO2182_XX",2,"only XX, only PS"
chr1,112809049,112809719,"HO1453_PS,HO2183_XX",2,"only XX, only PS"
chr1,116218614,116219495,HO1482_PS,1,only PS
chr1,116433011,116434057,HO1486_PS,1,only PS
chr1,116484831,116485601,"HO1487_PS,HO2237_XX",2,"only XX, only PS"
chr1,116690476,116691465,HO1490_PS,1,only PS
chr1,116943394,116944316,HO1494_PS,1,only PS
chr1,117187147,117189563,"HO1498_PS,HO2249_XX",2,"only XX, only PS"
chr1,117609550,117610236,HO1501_PS,1,only PS
chr1,117675858,117677012,HO1502_PS,1,only PS
chr1,119594990,119596440,HO1510_PS,1,only PS
chr1,119673247,119674578,HO1514_PS,1,only PS
chr1,119732127,119733156,HO1517_PS,1,only PS
chr1,120414830,120416049,"HO1520_PS,HO2280_XX",2,"only XX, only PS"
chr1,147640588,147642308,"HO1565_PS,HO2341_XX",2,"only XX, only PS"
chr1,149390080,149390952,HO1576_PS,1,only PS
chr1,149944662,149945709,HO1586_PS,1,only PS
chr1,150532104,150532904,HO1602_PS,1,only PS
chr1,150563546,150564206,"HO1605_PS,HO2394_XX",2,"only XX, only PS"
chr1,150886243,150887495,"HO1615_PS,HO2407_XX",2,"only XX, only PS"
chr1,151057555,151058507,HO1622_PS,1,only PS
chr1,151130029,151130647,HO1625_PS,1,only PS
chr1,151472513,151473781,"HO1638_PS,HO2434_XX",2,"only XX, only PS"
chr1,151494572,151495916,HO1639_PS,1,only PS
chr1,151546866,151547592,"HO1642_PS,HO2437_XX",2,"only XX, only PS"
chr1,151565047,151566514,"HO1643_PS,HO2438_XX",2,"only XX, only PS"
chr1,151734708,151735439,"HO1645_PS,HO2444_XX",2,"only XX, only PS"
chr1,151825002,151826363,"HO1648_PS,HO2447_XX",2,"only XX, only PS"
chr1,152501166,152502268,HO1659_PS,1,only PS
chr1,152514952,152515871,"HO1660_PS,HO2462_XX",2,"only XX, only PS"
chr1,153506458,153507607,"HO1663_PS,HO2468_XX",2,"only XX, only PS"
chr1,153565554,153566972,"HO1665_PS,HO2473_XX",2,"only XX, only PS"
chr1,153572377,153572950,HO1667_PS,1,only PS
chr1,153587184,153588996,HO1668_PS,1,only PS
chr1,153608101,153609755,"HO1669_PS,HO2475_XX",2,"only XX, only PS"
chr1,153748895,153749751,"HO1678_PS,HO2485_XX",2,"only XX, only PS"
chr1,153762874,153764231,HO1679_PS,1,only PS
chr1,153785069,153785848,HO1683_PS,1,only PS
chr1,153970180,153970863,HO1690_PS,1,only PS
chr1,154441280,154442666,"HO1704_PS,HO2512_XX",2,"only XX, only PS"
chr1,154474632,154475193,HO1705_PS,1,only PS
chr1,154479621,154480556,"HO1707_PS,HO2515_XX",2,"only XX, only PS"
chr1,154610981,154612301,HO1712_PS,1,only PS
chr1,154767292,154769084,"HO1715_PS,HO2527_XX",2,"only XX, only PS"
chr1,154845752,154847472,"HO1716_PS,HO2531_XX",2,"only XX, only PS"
chr1,154938991,154939399,HO1719_PS,1,only PS
chr1,155044475,155045221,HO1728_PS,1,only PS
chr1,155218584,155220031,"HO1743_PS,HO2566_XX",2,"only XX, only PS"
chr1,155883865,155885233,HO1760_PS,1,only PS
chr1,156126017,156126627,"HO1775_PS,HO2604_XX",2,"only XX, only PS"
chr1,156387877,156388920,"HO1786_PS,HO2620_XX",2,"only XX, only PS"
chr1,156445208,156446158,"HO1787_PS,HO2623_XX",2,"only XX, only PS"
chr1,156637887,156638954,"HO1796_PS,HO2635_XX",2,"only XX, only PS"
chr1,157235888,157236959,HO1819_PS,1,only PS
chr1,157239263,157240279,HO1820_PS,1,only PS
chr1,158087064,158087707,"HO1824_PS,HO2683_XX",2,"only XX, only PS"
chr1,158144882,158145603,HO1827_PS,1,only PS
chr1,158226461,158228227,HO1832_PS,1,only PS
chr1,159160643,159161771,"HO1835_PS,HO2696_XX",2,"only XX, only PS"
chr1,159197200,159198345,HO1838_PS,1,only PS
chr1,159899707,159900657,HO1842_PS,1,only PS
chr1,159910049,159910817,HO1843_PS,1,only PS
chr1,159915557,159916842,"HO1844_PS,HO2709_XX",2,"only XX, only PS"
chr1,160291012,160292165,HO1857_PS,1,only PS
chr1,160374672,160376846,"HO1859_PS,HO2732_XX",2,"only XX, only PS"
chr1,160904457,160905852,"HO1861_PS,HO2736_XX",2,"only XX, only PS"
chr1,160946690,160948075,"HO1862_PS,HO2737_XX",2,"only XX, only PS"
chr1,162014826,162015637,HO1891_PS,1,only PS
chr1,162212760,162214143,"HO1894_PS,HO2773_XX",2,"only XX, only PS"
chr1,162678005,162678911,HO1899_PS,1,only PS
chr1,164611477,164612494,"HO1906_PS,HO2793_XX",2,"only XX, only PS"
chr1,165628114,165628986,"HO1909_PS,HO2807_XX",2,"only XX, only PS"
chr1,165652373,165653502,HO1911_PS,1,only PS
chr1,165715686,165716535,HO1914_PS,1,only PS
chr1,166170558,166171030,HO1919_PS,1,only PS
chr1,166925477,166926450,"HO1923_PS,HO2819_XX",2,"only XX, only PS"
chr1,166937434,166938900,HO1924_PS,1,only PS
chr1,167056821,167057614,"HO1929_PS,HO2824_XX",2,"only XX, only PS"
chr1,167441994,167442503,HO1934_PS,1,only PS
chr1,167763321,167764267,HO1939_PS,1,only PS
chr1,167799410,167800511,HO1940_PS,1,only PS
chr1,167803145,167803773,HO1941_PS,1,only PS
chr1,167819833,167820497,HO1942_PS,1,only PS
chr1,168439200,168440220,"HO1948_PS,HO2847_XX",2,"only XX, only PS"
chr1,168833505,168834903,HO1949_PS,1,only PS
chr1,168960290,168961221,HO1950_PS,1,only PS
chr1,169027247,169028573,HO1951_PS,1,only PS
chr1,169115840,169116584,HO1953_PS,1,only PS
chr1,172473258,172474597,HO1969_PS,1,only PS
chr1,173302766,173303629,HO1971_PS,1,only PS
chr1,173638196,173639821,HO1975_PS,1,only PS
chr1,174077109,174078489,"HO1981_PS,HO2897_XX",2,"only XX, only PS"
chr1,175317346,175318191,HO1988_PS,1,only PS
chr1,176073408,176074119,HO1989_PS,1,only PS
chr1,177740736,177742028,"HO1994_PS,HO2921_XX",2,"only XX, only PS"
chr1,178341034,178341962,"HO1997_PS,HO2928_XX",2,"only XX, only PS"
chr1,178486282,178488213,"HO1998_PS,HO2931_XX",2,"only XX, only PS"
chr1,180116643,180117618,HO2015_PS,1,only PS
chr1,180585256,180587186,"HO2020_PS,HO2971_XX",2,"only XX, only PS"
chr1,180987835,180988936,HO2025_PS,1,only PS
chr1,181452403,181453460,HO2036_PS,1,only PS
chr1,182121797,182122810,HO2042_PS,1,only PS
chr1,182962293,182963157,"HO2051_PS,HO3007_XX",2,"only XX, only PS"
chr1,183081396,183082406,HO2053_PS,1,only PS
chr1,183827310,183828543,HO2061_PS,1,only PS
chr1,183870418,183871966,"HO2062_PS,HO3022_XX",2,"only XX, only PS"
chr1,184029173,184029876,HO2064_PS,1,only PS
chr1,184491310,184492354,HO2069_PS,1,only PS
chr1,184594165,184595187,HO2070_PS,1,only PS
chr1,184805424,184806758,"HO2073_PS,HO3034_XX",2,"only XX, only PS"
chr1,187243729,187245196,"HO2082_PS,HO3050_XX",2,"only XX, only PS"
chr1,192709221,192710854,HO2084_PS,1,only PS
chr1,193185746,193186823,HO2089_PS,1,only PS
chr1,197095898,197097607,"HO2092_PS,HO3066_XX",2,"only XX, only PS"
chr1,198490484,198491954,HO2100_PS,1,only PS
chr1,199994358,199995576,HO2102_PS,1,only PS
chr1,200075231,200076669,"HO2105_PS,HO3091_XX",2,"only XX, only PS"
chr1,201419643,201422021,"HO2118_PS,HO3116_XX",2,"only XX, only PS"
chr1,201447936,201449352,"HO2120_PS,HO3118_XX",2,"only XX, only PS"
chr1,201450560,201451394,"HO2121_PS,HO3119_XX",2,"only XX, only PS"
chr1,201551772,201552524,HO2130_PS,1,only PS
chr1,201559465,201560034,HO2131_PS,1,only PS
chr1,201702776,201704538,"HO2133_PS,HO3134_XX",2,"only XX, only PS"
chr1,202105450,202106173,"HO2144_PS,HO3148_XX",2,"only XX, only PS"
chr1,202122451,202123076,HO2147_PS,1,only PS
chr1,202129786,202131247,HO2148_PS,1,only PS
chr1,202286511,202287286,HO2156_PS,1,only PS
chr1,202352743,202353175,HO2159_PS,1,only PS
chr1,202964421,202965326,HO2168_PS,1,only PS
chr1,203129609,203130247,HO2173_PS,1,only PS
chr1,203144453,203145064,HO2174_PS,1,only PS
chr1,203150643,203152642,"HO2175_PS,HO3189_XX",2,"only XX, only PS"
chr1,203152985,203154237,HO2176_PS,1,only PS
chr1,203181550,203182454,HO2177_PS,1,only PS
chr1,203591456,203593073,"HO2193_PS,HO3213_XX",2,"only XX, only PS"
chr1,203606491,203607610,HO2194_PS,1,only PS
chr1,203671614,203672843,HO2198_PS,1,only PS
chr1,203690903,203691832,HO2199_PS,1,only PS
chr1,203692488,203693533,HO2200_PS,1,only PS
chr1,203750667,203751471,HO2201_PS,1,only PS
chr1,203996082,203997663,HO2205_PS,1,only PS
chr1,204465582,204467551,HO2223_PS,1,only PS
chr1,204844094,204845267,HO2233_PS,1,only PS
chr1,205075699,205077513,HO2236_PS,1,only PS
chr1,205144373,205145341,HO2238_PS,1,only PS
chr1,205247211,205247939,HO2241_PS,1,only PS
chr1,205324805,205325736,"HO2249_PS,HO3281_XX",2,"only XX, only PS"
chr1,205361660,205363132,HO2253_PS,1,only PS
chr1,205440105,205441427,HO2257_PS,1,only PS
chr1,205577724,205578826,"HO2269_PS,HO3304_XX",2,"only XX, only PS"
chr1,205825982,205827976,HO2279_PS,1,only PS
chr1,205849317,205850562,HO2280_PS,1,only PS
chr1,205916939,205918149,"HO2282_PS,HO3316_XX",2,"only XX, only PS"
chr1,206032362,206033095,HO2285_PS,1,only PS
chr1,206067254,206068953,"HO2286_PS,HO3321_XX",2,"only XX, only PS"
chr1,207009140,207010689,HO2297_PS,1,only PS
chr1,207828437,207828895,HO2307_PS,1,only PS
chr1,207844795,207845751,HO2309_PS,1,only PS
chr1,210294568,210295715,"HO2323_PS,HO3394_XX",2,"only XX, only PS"
chr1,211513799,211514401,"HO2331_PS,HO3405_XX",2,"only XX, only PS"
chr1,211630105,211631266,"HO2334_PS,HO3408_XX",2,"only XX, only PS"
chr1,211735153,211736223,HO2339_PS,1,only PS
chr1,212087562,212089110,"HO2342_PS,HO3418_XX",2,"only XX, only PS"
chr1,212476947,212477683,"HO2346_PS,HO3426_XX",2,"only XX, only PS"
chr1,212595750,212596923,"HO2349_PS,HO3431_XX",2,"only XX, only PS"
chr1,212606658,212607187,"HO2350_PS,HO3432_XX",2,"only XX, only PS"
chr1,213491895,213493881,HO2361_PS,1,only PS
chr1,213724717,213725618,HO2362_PS,1,only PS
chr1,214107065,214108459,HO2365_PS,1,only PS
chr1,214500215,214501346,HO2369_PS,1,only PS
chr1,220300296,220301154,"HO2389_PS,HO3492_XX",2,"only XX, only PS"
chr1,222877080,222878707,HO2404_PS,1,only PS
chr1,222975212,222976787,"HO2405_PS,HO3519_XX",2,"only XX, only PS"
chr1,223122808,223124048,"HO2407_PS,HO3521_XX",2,"only XX, only PS"
chr1,223706959,223708102,HO2411_PS,1,only PS
chr1,223732945,223734272,"HO2413_PS,HO3529_XX",2,"only XX, only PS"
chr1,223764930,223765914,HO2415_PS,1,only PS
chr1,223771380,223772650,HO2416_PS,1,only PS
chr1,223831693,223832915,HO2417_PS,1,only PS
chr1,225735333,225737477,"HO2433_PS,HO3555_XX",2,"only XX, only PS"
