chromosome,start,end,peaks,peak_count,producer
chr1,15272147,15273024,HO496_XX,1,only XX
chr1,15355701,15356694,"HO307_PS,HO497_XX",2,"only XX, only PS"
chr1,15418800,15419464,HO500_XX,1,only XX
chr1,15424035,15424712,HO501_XX,1,only XX
chr1,15584335,15585354,HO505_XX,1,only XX
chr1,15798881,15800808,HO512_XX,1,only XX
chr1,15924231,15925281,HO516_XX,1,only XX
chr1,15939115,15939942,HO517_XX,1,only XX
chr1,15957367,15959179,HO519_XX,1,only XX
chr1,16026287,16027420,HO524_XX,1,only XX
chr1,16043257,16043962,HO526_XX,1,only XX
chr1,16114530,16116466,"HO333_PS,HO531_XX",2,"only XX, only PS"
chr1,16133103,16134457,HO532_XX,1,only XX
chr1,16140900,16141946,HO533_XX,1,only XX
chr1,16175386,16176762,"HO338_PS,HO539_XX",2,"only XX, only PS"
chr1,16187561,16188220,HO541_XX,1,only XX
chr1,16244034,16244703,HO547_XX,1,only XX
chr1,16533997,16535732,HO554_XX,1,only XX
chr1,16717375,16718001,HO558_XX,1,only XX
chr1,16938500,16940156,HO565_XX,1,only XX
chr1,17059486,17060361,HO575_XX,1,only XX
chr1,17125437,17126281,HO577_XX,1,only XX
chr1,17199629,17201098,HO578_XX,1,only XX
chr1,17550506,17551563,HO583_XX,1,only XX
chr1,17581418,17582911,HO584_XX,1,only XX
chr1,17587334,17588836,HO585_XX,1,only XX
chr1,17696231,17697781,HO586_XX,1,only XX
chr1,17742369,17743907,HO588_XX,1,only XX
chr1,18256095,18256703,HO591_XX,1,only XX
chr1,18288468,18289430,HO592_XX,1,only XX
chr1,18325651,18326987,HO594_XX,1,only XX
chr1,18352463,18353269,HO595_XX,1,only XX
chr1,18630705,18632011,HO598_XX,1,only XX
chr1,18643117,18644104,HO599_XX,1,only XX
chr1,18715769,18717524,HO600_XX,1,only XX
chr1,18793846,18794929,HO601_XX,1,only XX
chr1,18820269,18821264,HO602_XX,1,only XX
chr1,18906951,18907785,HO605_XX,1,only XX
chr1,18921672,18922826,"HO368_PS,HO606_XX",2,"only XX, only PS"
chr1,18923662,18924410,HO607_XX,1,only XX
chr1,18944789,18945804,HO608_XX,1,only XX
chr1,18949081,18950333,HO609_XX,1,only XX
chr1,19288138,19289301,HO614_XX,1,only XX
chr1,19338216,19338774,HO616_XX,1,only XX
chr1,19389879,19391645,HO617_XX,1,only XX
chr1,19465820,19466605,HO620_XX,1,only XX
chr1,19640350,19641043,HO623_XX,1,only XX
chr1,19676207,19676979,HO629_XX,1,only XX
chr1,20100421,20101867,HO644_XX,1,only XX
chr1,20107980,20109355,HO645_XX,1,only XX
chr1,20165507,20166692,HO647_XX,1,only XX
chr1,20211873,20213350,HO649_XX,1,only XX
chr1,20223413,20224305,HO650_XX,1,only XX
chr1,20358437,20359233,HO653_XX,1,only XX
chr1,20472991,20473705,"HO397_PS,HO655_XX",2,"only XX, only PS"
chr1,20522074,20522864,HO660_XX,1,only XX
chr1,20588739,20590189,HO662_XX,1,only XX
chr1,20679485,20680582,HO665_XX,1,only XX
chr1,21251733,21252523,HO671_XX,1,only XX
chr1,21271120,21271912,HO675_XX,1,only XX
chr1,21436467,21437449,HO685_XX,1,only XX
chr1,21534157,21535173,HO688_XX,1,only XX
chr1,21537210,21538759,"HO421_PS,HO689_XX",2,"only XX, only PS"
chr1,21573931,21575122,HO691_XX,1,only XX
chr1,21586510,21587442,"HO423_PS,HO692_XX",2,"only XX, only PS"
chr1,21672896,21673842,HO699_XX,1,only XX
chr1,21675417,21676716,HO700_XX,1,only XX
chr1,21814197,21814925,HO703_XX,1,only XX
chr1,21920177,21921972,HO705_XX,1,only XX
chr1,21939565,21940151,HO708_XX,1,only XX
chr1,21956371,21957549,HO709_XX,1,only XX
chr1,22176068,22176704,HO718_XX,1,only XX
chr1,22207082,22208526,HO719_XX,1,only XX
chr1,22272327,22273077,HO722_XX,1,only XX
chr1,22289166,22289951,HO723_XX,1,only XX
chr1,22414028,22414885,HO728_XX,1,only XX
chr1,22416380,22416944,HO729_XX,1,only XX
chr1,22641624,22642395,HO735_XX,1,only XX
chr1,22875887,22877200,HO741_XX,1,only XX
chr1,22952854,22954734,"HO440_PS,HO742_XX",2,"only XX, only PS"
chr1,22968841,22969900,HO743_XX,1,only XX
chr1,23169427,23170191,HO747_XX,1,only XX
chr1,23528018,23528960,"HO452_PS,HO757_XX",2,"only XX, only PS"
chr1,23771138,23772588,"HO464_PS,HO770_XX",2,"only XX, only PS"
chr1,23916170,23917217,HO778_XX,1,only XX
chr1,23955013,23955577,HO779_XX,1,only XX
chr1,24022287,24023039,HO783_XX,1,only XX
chr1,24101965,24102594,HO786_XX,1,only XX
chr1,24119785,24121022,"HO478_PS,HO790_XX",2,"only XX, only PS"
chr1,24142497,24143733,HO791_XX,1,only XX
chr1,24724306,24725650,HO807_XX,1,only XX
chr1,24914051,24915153,HO812_XX,1,only XX
chr1,25167201,25169099,"HO498_PS,HO816_XX",2,"only XX, only PS"
chr1,25249933,25250410,HO820_XX,1,only XX
chr1,25267434,25268930,HO821_XX,1,only XX
chr1,25743176,25744883,HO829_XX,1,only XX
chr1,25770627,25772151,"HO507_PS,HO830_XX",2,"only XX, only PS"
chr1,25774681,25775804,HO831_XX,1,only XX
chr1,25782217,25783179,HO832_XX,1,only XX
chr1,25810028,25811205,HO834_XX,1,only XX
chr1,25892225,25892833,HO838_XX,1,only XX
chr1,25932728,25934598,"HO518_PS,HO842_XX",2,"only XX, only PS"
chr1,25970983,25972008,HO843_XX,1,only XX
chr1,25990381,25991321,HO844_XX,1,only XX
chr1,26045122,26046970,HO848_XX,1,only XX
chr1,26114258,26114866,HO851_XX,1,only XX
chr1,26144774,26145884,HO852_XX,1,only XX
chr1,26154689,26157002,HO853_XX,1,only XX
chr1,26176907,26177700,HO857_XX,1,only XX
chr1,26216438,26217274,HO860_XX,1,only XX
chr1,26275555,26276491,"HO529_PS,HO863_XX",2,"only XX, only PS"
chr1,26320885,26321914,"HO532_PS,HO866_XX",2,"only XX, only PS"
chr1,26359797,26361010,HO868_XX,1,only XX
chr1,26798813,26800631,HO882_XX,1,only XX
chr1,27004222,27005233,HO892_XX,1,only XX
chr1,27102523,27103046,HO897_XX,1,only XX
chr1,27135997,27137482,HO899_XX,1,only XX
chr1,27271934,27272839,"HO562_PS,HO902_XX",2,"only XX, only PS"
chr1,27283941,27285025,HO903_XX,1,only XX
chr1,27360112,27360954,HO910_XX,1,only XX
chr1,27394931,27395761,"HO571_PS,HO914_XX",2,"only XX, only PS"
chr1,27402294,27402833,HO915_XX,1,only XX
chr1,27402920,27404056,HO916_XX,1,only XX
chr1,27427397,27429003,HO917_XX,1,only XX
chr1,27509256,27510160,HO921_XX,1,only XX
chr1,27517950,27518725,HO922_XX,1,only XX
chr1,27572395,27572723,HO930_XX,1,only XX
chr1,27599092,27599573,HO934_XX,1,only XX
chr1,27606233,27606685,HO937_XX,1,only XX
chr1,27607094,27607697,HO938_XX,1,only XX
chr1,27624425,27625474,HO939_XX,1,only XX
chr1,27654823,27655889,HO941_XX,1,only XX
chr1,27769887,27770682,HO948_XX,1,only XX
chr1,28247990,28249254,HO960_XX,1,only XX
chr1,28364644,28365597,HO964_XX,1,only XX
chr1,28400245,28402224,"HO608_PS,HO966_XX",2,"only XX, only PS"
chr1,28784802,28785783,"HO620_PS,HO978_XX",2,"only XX, only PS"
chr1,28811716,28812860,HO979_XX,1,only XX
chr1,28855233,28856092,HO982_XX,1,only XX
chr1,28876640,28877529,HO983_XX,1,only XX
chr1,28884330,28885302,"HO622_PS,HO985_XX",2,"only XX, only PS"
chr1,28926768,28929039,HO989_XX,1,only XX
chr1,29215906,29216880,HO995_XX,1,only XX
chr1,29256462,29257680,HO998_XX,1,only XX
chr1,29271363,29272534,HO1000_XX,1,only XX
chr1,29460063,29462086,HO1005_XX,1,only XX
chr1,29477945,29478880,HO1006_XX,1,only XX
chr1,29682305,29683314,HO1007_XX,1,only XX
chr1,29792654,29793427,HO1009_XX,1,only XX
chr1,30008026,30009220,HO1014_XX,1,only XX
chr1,30204937,30206530,HO1016_XX,1,only XX
chr1,30570507,30571827,HO1019_XX,1,only XX
chr1,30651954,30652769,HO1020_XX,1,only XX
chr1,30801341,30802216,HO1025_XX,1,only XX
chr1,30911162,30911669,HO1029_XX,1,only XX
chr1,30965785,30967312,HO1031_XX,1,only XX
chr1,31170284,31171342,"HO1034_XX,HO643_PS",2,"only XX, only PS"
chr1,31568475,31569993,"HO1045_XX,HO653_PS",2,"only XX, only PS"
chr1,31575377,31576652,"HO1047_XX,HO655_PS",2,"only XX, only PS"
chr1,31593822,31594360,HO1049_XX,1,only XX
chr1,31650385,31651831,HO1053_XX,1,only XX
chr1,31666176,31666851,HO1054_XX,1,only XX
chr1,31700768,31701895,"HO1056_XX,HO663_PS",2,"only XX, only PS"
chr1,31712125,31713071,HO1058_XX,1,only XX
chr1,31723752,31724288,HO1060_XX,1,only XX
chr1,31725755,31726592,HO1061_XX,1,only XX
chr1,31733417,31734995,HO1062_XX,1,only XX
chr1,31745148,31746090,"HO1063_XX,HO667_PS",2,"only XX, only PS"
chr1,31750823,31752674,"HO1064_XX,HO668_PS",2,"only XX, only PS"
chr1,31769496,31770457,HO1068_XX,1,only XX
chr1,31831732,31832919,HO1072_XX,1,only XX
chr1,31954378,31955633,"HO1076_XX,HO678_PS",2,"only XX, only PS"
chr1,32132758,32134010,HO1083_XX,1,only XX
chr1,32142160,32143224,HO1084_XX,1,only XX
chr1,32272622,32274189,HO1093_XX,1,only XX
chr1,32392214,32392730,HO1100_XX,1,only XX
chr1,32447643,32449360,"HO1104_XX,HO701_PS",2,"only XX, only PS"
chr1,32716237,32717170,HO1112_XX,1,only XX
chr1,32772696,32773304,HO1120_XX,1,only XX
chr1,32775087,32775843,HO1121_XX,1,only XX
chr1,32810969,32811760,HO1122_XX,1,only XX
chr1,33054856,33056004,"HO1133_XX,HO723_PS",2,"only XX, only PS"
chr1,33338030,33339684,"HO1140_XX,HO731_PS",2,"only XX, only PS"
chr1,33455469,33456623,HO1144_XX,1,only XX
chr1,33514848,33516233,"HO1147_XX,HO736_PS",2,"only XX, only PS"
chr1,34129607,34130804,HO1149_XX,1,only XX
chr1,34166159,34167247,HO1151_XX,1,only XX
chr1,34406092,34407655,HO1152_XX,1,only XX
chr1,34589895,34590717,HO1154_XX,1,only XX
chr1,34697579,34698322,HO1155_XX,1,only XX
chr1,34780933,34782478,HO1156_XX,1,only XX
chr1,34786291,34786914,HO1157_XX,1,only XX
chr1,34792420,34793569,HO1158_XX,1,only XX
chr1,34842722,34844599,HO1159_XX,1,only XX
chr1,34918059,34919402,HO1164_XX,1,only XX
chr1,35141492,35143031,HO1170_XX,1,only XX
chr1,35201918,35202626,HO1174_XX,1,only XX
chr1,35210083,35211337,HO1175_XX,1,only XX
chr1,35568749,35569264,HO1178_XX,1,only XX
chr1,36098984,36100265,"HO1191_XX,HO760_PS",2,"only XX, only PS"
chr1,36160727,36161442,HO1196_XX,1,only XX
chr1,36278945,36280726,"HO1202_XX,HO771_PS",2,"only XX, only PS"
chr1,36373428,36374966,"HO1207_XX,HO777_PS",2,"only XX, only PS"
chr1,36379908,36380957,HO1208_XX,1,only XX
chr1,36471467,36472702,HO1213_XX,1,only XX
chr1,36703384,36704102,HO1214_XX,1,only XX
chr1,36981635,36983143,HO1216_XX,1,only XX
chr1,37255003,37255794,HO1219_XX,1,only XX
chr1,37294023,37295551,"HO1220_XX,HO786_PS",2,"only XX, only PS"
chr1,37763983,37765505,HO1233_XX,1,only XX
chr1,38026619,38027186,HO1244_XX,1,only XX
chr1,38062674,38063317,HO1247_XX,1,only XX
chr1,38075872,38077016,HO1248_XX,1,only XX
chr1,38133430,38134637,HO1249_XX,1,only XX
chr1,38153880,38154667,HO1251_XX,1,only XX
chr1,38558105,38560083,HO1253_XX,1,only XX
chr1,38577794,38578929,HO1254_XX,1,only XX
chr1,38727543,38728828,HO1255_XX,1,only XX
chr1,38803421,38805124,HO1257_XX,1,only XX
chr1,38815810,38816818,HO1258_XX,1,only XX
chr1,38941114,38942133,HO1262_XX,1,only XX
chr1,38968810,38969843,HO1263_XX,1,only XX
chr1,38996656,38998158,HO1265_XX,1,only XX
chr1,39213502,39214884,HO1272_XX,1,only XX
chr1,39394398,39395904,HO1274_XX,1,only XX
chr1,39397982,39399278,"HO1275_XX,HO823_PS",2,"only XX, only PS"
chr1,39410865,39411196,"HO1277_XX,HO825_PS",2,"only XX, only PS"
chr1,39573915,39574948,HO1280_XX,1,only XX
chr1,39653278,39654063,HO1285_XX,1,only XX
chr1,39919275,39919876,HO1295_XX,1,only XX
chr1,39921676,39922900,HO1296_XX,1,only XX
chr1,39957262,39958001,"HO1298_XX,HO843_PS",2,"only XX, only PS"
chr1,39960101,39961370,HO1299_XX,1,only XX
chr1,40132613,40133613,HO1303_XX,1,only XX
chr1,40143616,40144475,HO1304_XX,1,only XX
chr1,40337997,40339257,HO1308_XX,1,only XX
chr1,40383992,40385198,HO1310_XX,1,only XX
chr1,40653537,40654588,HO1316_XX,1,only XX
chr1,40952141,40952829,HO1326_XX,1,only XX
chr1,41319226,41321329,HO1332_XX,1,only XX
chr1,41486200,41487621,HO1346_XX,1,only XX
chr1,41535911,41538888,HO1349_XX,1,only XX
chr1,41573742,41574581,HO1350_XX,1,only XX
chr1,41856308,41857439,HO1352_XX,1,only XX
chr1,41874280,41875806,"HO1353_XX,HO882_PS",2,"only XX, only PS"
chr1,41876574,41877402,HO1354_XX,1,only XX
chr1,42145415,42147224,HO1357_XX,1,only XX
chr1,42165211,42166361,HO1358_XX,1,only XX
chr1,42739601,42741591,HO1368_XX,1,only XX
chr1,42784602,42785961,HO1370_XX,1,only XX
chr1,42805876,42806957,HO1371_XX,1,only XX
chr1,43058145,43058979,HO1378_XX,1,only XX
chr1,43206395,43207910,HO1382_XX,1,only XX
chr1,43270242,43271424,HO1383_XX,1,only XX
chr1,43284810,43286045,HO1384_XX,1,only XX
chr1,43529118,43529464,HO1390_XX,1,only XX
chr1,43858066,43858838,HO1402_XX,1,only XX
chr1,43912498,43913597,HO1403_XX,1,only XX
chr1,44005475,44006230,HO1412_XX,1,only XX
chr1,44423340,44424337,HO1421_XX,1,only XX
chr1,44559044,44560249,HO1423_XX,1,only XX
chr1,44621559,44622451,HO1427_XX,1,only XX
chr1,44652189,44653218,"HO1430_XX,HO933_PS",2,"only XX, only PS"
chr1,44847659,44849694,"HO1444_XX,HO945_PS",2,"only XX, only PS"
chr1,45552142,45552629,HO1460_XX,1,only XX
chr1,45569576,45570617,HO1461_XX,1,only XX
chr1,45622232,45623534,HO1463_XX,1,only XX
chr1,45633308,45634299,HO1464_XX,1,only XX
chr1,45881318,45881970,HO1469_XX,1,only XX
chr1,45978701,45979663,HO1471_XX,1,only XX
chr1,46036617,46037635,HO1472_XX,1,only XX
chr1,46179248,46180038,"HO1474_XX,HO970_PS",2,"only XX, only PS"
chr1,46182955,46183879,"HO1475_XX,HO971_PS",2,"only XX, only PS"
chr1,46401732,46402589,"HO1483_XX,HO980_PS",2,"only XX, only PS"
chr1,46446685,46447177,HO1486_XX,1,only XX
chr1,46447812,46448910,HO1487_XX,1,only XX
chr1,46516478,46517519,HO1491_XX,1,only XX
chr1,46519890,46520881,"HO1492_XX,HO985_PS",2,"only XX, only PS"
chr1,46522129,46523198,"HO1493_XX,HO986_PS",2,"only XX, only PS"
chr1,46543490,46545015,HO1496_XX,1,only XX
chr1,46601143,46601706,HO1499_XX,1,only XX
chr1,46689138,46689815,HO1504_XX,1,only XX
chr1,46735424,46736112,HO1506_XX,1,only XX
chr1,46756135,46758494,HO1507_XX,1,only XX
chr1,47192477,47193278,HO1512_XX,1,only XX
chr1,47415800,47417437,"HO1517_XX,HO998_PS",2,"only XX, only PS"
chr1,47433621,47434669,HO1519_XX,1,only XX
chr1,47577596,47579298,"HO1004_PS,HO1525_XX",2,"only XX, only PS"
chr1,47776450,47777248,HO1530_XX,1,only XX
chr1,47813974,47815352,HO1532_XX,1,only XX
chr1,47986395,47987363,HO1536_XX,1,only XX
chr1,48493845,48494800,"HO1012_PS,HO1540_XX",2,"only XX, only PS"
chr1,50368084,50368975,HO1544_XX,1,only XX
chr1,50420872,50421327,HO1546_XX,1,only XX
chr1,50422944,50423845,HO1547_XX,1,only XX
chr1,50426521,50428114,HO1548_XX,1,only XX
chr1,51237713,51238347,HO1553_XX,1,only XX
chr1,51325666,51327076,"HO1021_PS,HO1557_XX",2,"only XX, only PS"
chr1,52001975,52002632,HO1566_XX,1,only XX
chr1,52189905,52191147,HO1571_XX,1,only XX
chr1,52435046,52436177,HO1575_XX,1,only XX
chr1,52579172,52580129,HO1577_XX,1,only XX
chr1,52659643,52660782,HO1580_XX,1,only XX
chr1,52751269,52752686,"HO1046_PS,HO1584_XX",2,"only XX, only PS"
chr1,52955115,52955929,HO1588_XX,1,only XX
chr1,53047646,53049258,HO1590_XX,1,only XX
chr1,53115060,53116409,HO1592_XX,1,only XX
chr1,53121359,53122103,HO1593_XX,1,only XX
chr1,53298373,53299561,HO1598_XX,1,only XX
chr1,53365321,53366098,HO1601_XX,1,only XX
chr1,53375240,53376465,HO1603_XX,1,only XX
chr1,53392344,53393798,HO1605_XX,1,only XX
chr1,53469934,53470876,"HO1058_PS,HO1606_XX",2,"only XX, only PS"
chr1,53477224,53478586,HO1607_XX,1,only XX
chr1,53485130,53486332,HO1608_XX,1,only XX
chr1,53526370,53527281,HO1610_XX,1,only XX
chr1,53592225,53593064,HO1611_XX,1,only XX
chr1,53593915,53594915,HO1612_XX,1,only XX
chr1,53681262,53682413,HO1613_XX,1,only XX
chr1,53685081,53686285,HO1614_XX,1,only XX
chr1,53981980,53983124,HO1620_XX,1,only XX
chr1,54277214,54278706,HO1627_XX,1,only XX
chr1,54297636,54299377,HO1628_XX,1,only XX
chr1,54323995,54325463,"HO1070_PS,HO1629_XX",2,"only XX, only PS"
chr1,54332448,54333370,"HO1071_PS,HO1630_XX",2,"only XX, only PS"
chr1,54371241,54371979,HO1634_XX,1,only XX
chr1,54402955,54403649,HO1636_XX,1,only XX
chr1,54459138,54460293,HO1638_XX,1,only XX
chr1,54571160,54572501,HO1645_XX,1,only XX
chr1,54810126,54810795,HO1651_XX,1,only XX
chr1,54905175,54906348,HO1653_XX,1,only XX
chr1,54926930,54929140,HO1655_XX,1,only XX
chr1,54987464,54988408,HO1658_XX,1,only XX
chr1,54998513,54999206,HO1660_XX,1,only XX
chr1,55509229,55509909,HO1665_XX,1,only XX
chr1,55694019,55696817,HO1667_XX,1,only XX
chr1,56820869,56821730,HO1675_XX,1,only XX
chr1,57620382,57621460,HO1677_XX,1,only XX
chr1,58874219,58875652,"HO1115_PS,HO1689_XX",2,"only XX, only PS"
chr1,58884598,58885804,HO1690_XX,1,only XX
chr1,59219914,59221165,HO1694_XX,1,only XX
chr1,59378033,59379409,HO1696_XX,1,only XX
chr1,59498422,59500452,"HO1122_PS,HO1698_XX",2,"only XX, only PS"
chr1,59966489,59968257,HO1703_XX,1,only XX
chr1,59970951,59971785,HO1704_XX,1,only XX
chr1,59976124,59977141,HO1705_XX,1,only XX
chr1,60279933,60281982,HO1706_XX,1,only XX
chr1,61012730,61013830,HO1708_XX,1,only XX
chr1,61131144,61133333,HO1716_XX,1,only XX
chr1,61178387,61179397,HO1718_XX,1,only XX
chr1,61425991,61427850,HO1721_XX,1,only XX
chr1,61960752,61961410,HO1726_XX,1,only XX
chr1,62170383,62171654,HO1727_XX,1,only XX
chr1,62181781,62184084,HO1728_XX,1,only XX
chr1,62376585,62378234,HO1733_XX,1,only XX
